order_id,customer_id,order_date,due_date,order_status,order_total,delivery_status,delay_reason_id,root_cause_id,category,description,severity_level
76757,2935,2024-11-04,2024-11-05,Completed,1648.12,On-Time,5,5,Vendor,Vendor Delay,High
76758,15049,2024-09-09,2024-09-13,Completed,3788.94,On-Time,5,5,Vendor,Vendor Delay,High
76764,13655,2025-05-13,2025-05-17,Completed,3702.71,On-Time,5,5,Vendor,Vendor Delay,High
76772,1936,2024-12-10,2024-12-11,Delayed,3160.03,Delayed,5,5,Vendor,Vendor Delay,High
76774,9629,2024-08-27,2024-08-30,Completed,9981.51,On-Time,5,5,Vendor,Vendor Delay,High
76778,9964,2024-07-06,2024-07-07,Cancelled,3899.86,Lost,5,5,Vendor,Vendor Delay,High
76780,12799,2024-10-21,2024-10-25,Completed,439.12,On-Time,5,5,Vendor,Vendor Delay,High
76783,16067,2024-07-07,2024-07-12,Completed,9209.85,On-Time,5,5,Vendor,Vendor Delay,High
76787,19519,2025-01-09,2025-01-11,Completed,3095.27,On-Time,5,5,Vendor,Vendor Delay,High
76789,3840,2024-08-20,2024-08-22,Completed,149.29,On-Time,5,5,Vendor,Vendor Delay,High
76791,13125,2025-02-27,2025-03-04,Completed,1414.68,On-Time,5,5,Vendor,Vendor Delay,High
76793,3528,2024-10-04,2024-10-08,Completed,8491.83,On-Time,5,5,Vendor,Vendor Delay,High
76803,9317,2024-09-09,2024-09-10,Completed,9528.54,On-Time,5,5,Vendor,Vendor Delay,High
76807,2313,2024-12-04,2024-12-09,Completed,3451.37,On-Time,5,5,Vendor,Vendor Delay,High
76811,19028,2025-06-14,2025-06-19,Completed,4337.08,On-Time,5,5,Vendor,Vendor Delay,High
76816,8379,2024-10-16,2024-10-19,Completed,1363.38,On-Time,5,5,Vendor,Vendor Delay,High
76817,1898,2025-02-07,2025-02-09,Completed,2828.97,On-Time,5,5,Vendor,Vendor Delay,High
76823,3855,2024-11-18,2024-11-22,Completed,5809.76,On-Time,5,5,Vendor,Vendor Delay,High
76829,10555,2024-08-05,2024-08-08,Completed,6705.39,On-Time,5,5,Vendor,Vendor Delay,High
76831,17179,2024-07-09,2024-07-14,Completed,2506.77,On-Time,5,5,Vendor,Vendor Delay,High
76833,17171,2025-04-08,2025-04-11,Completed,2396.36,On-Time,5,5,Vendor,Vendor Delay,High
76858,721,2024-07-08,2024-07-09,Completed,4674.04,On-Time,5,5,Vendor,Vendor Delay,High
76859,19434,2024-10-05,2024-10-09,Completed,5771.63,On-Time,5,5,Vendor,Vendor Delay,High
76871,7219,2025-04-03,2025-04-07,Completed,10926.51,On-Time,5,5,Vendor,Vendor Delay,High
76879,14692,2025-05-07,2025-05-09,Completed,1555.22,On-Time,5,5,Vendor,Vendor Delay,High
76880,18420,2024-11-25,2024-11-28,Completed,152.36,On-Time,5,5,Vendor,Vendor Delay,High
76882,2175,2025-04-09,2025-04-12,Completed,580.44,On-Time,5,5,Vendor,Vendor Delay,High
76883,13904,2024-11-21,2024-11-22,Completed,563.16,On-Time,5,5,Vendor,Vendor Delay,High
76887,19935,2025-06-21,2025-06-23,Completed,9930.75,On-Time,5,5,Vendor,Vendor Delay,High
76889,1646,2025-03-27,2025-03-31,Completed,647.86,On-Time,5,5,Vendor,Vendor Delay,High
76898,18052,2025-04-19,2025-04-23,Completed,9241.86,On-Time,5,5,Vendor,Vendor Delay,High
76906,8286,2025-01-20,2025-01-25,Completed,3149.77,On-Time,5,5,Vendor,Vendor Delay,High
76928,4050,2024-12-24,2024-12-27,Completed,3101.16,On-Time,5,5,Vendor,Vendor Delay,High
76929,16328,2024-08-19,2024-08-23,Completed,3168.36,On-Time,5,5,Vendor,Vendor Delay,High
76930,7379,2025-03-26,2025-03-28,Completed,1251.12,On-Time,5,5,Vendor,Vendor Delay,High
76931,7509,2024-11-16,2024-11-21,Completed,1491.39,On-Time,5,5,Vendor,Vendor Delay,High
76932,11130,2024-08-29,2024-09-03,Completed,5252.99,On-Time,5,5,Vendor,Vendor Delay,High
76933,14221,2025-03-10,2025-03-13,Completed,11629.24,On-Time,5,5,Vendor,Vendor Delay,High
76942,16284,2025-04-10,2025-04-15,Completed,570.48,On-Time,5,5,Vendor,Vendor Delay,High
76946,19028,2024-12-16,2024-12-21,Completed,5439.56,On-Time,5,5,Vendor,Vendor Delay,High
76948,14514,2025-03-28,2025-04-02,Completed,3912.76,On-Time,5,5,Vendor,Vendor Delay,High
76958,11375,2024-11-08,2024-11-10,Completed,5183.67,On-Time,5,5,Vendor,Vendor Delay,High
76963,5704,2025-03-18,2025-03-20,Completed,1232.58,On-Time,5,5,Vendor,Vendor Delay,High
76968,13264,2024-07-04,2024-07-09,Completed,9363.89,On-Time,5,5,Vendor,Vendor Delay,High
76970,3139,2024-12-30,2024-12-31,Completed,7184.79,On-Time,5,5,Vendor,Vendor Delay,High
76971,3688,2024-10-13,2024-10-14,Completed,2462.91,On-Time,5,5,Vendor,Vendor Delay,High
76975,15888,2025-02-17,2025-02-20,Delayed,8292.57,Delayed,5,5,Vendor,Vendor Delay,High
76978,10425,2024-09-09,2024-09-14,Completed,2615.29,On-Time,5,5,Vendor,Vendor Delay,High
76980,14996,2025-04-25,2025-04-30,Completed,2856.72,On-Time,5,5,Vendor,Vendor Delay,High
76981,7185,2024-11-10,2024-11-15,Completed,588.67,On-Time,5,5,Vendor,Vendor Delay,High
76984,5232,2025-06-30,2025-07-04,Completed,7782.69,On-Time,5,5,Vendor,Vendor Delay,High
76991,13100,2025-01-10,2025-01-13,Delayed,5298.93,Delayed,5,5,Vendor,Vendor Delay,High
76998,4279,2024-09-16,2024-09-19,Completed,247.58,On-Time,5,5,Vendor,Vendor Delay,High
77001,10239,2025-04-21,2025-04-23,Completed,3588.36,On-Time,5,5,Vendor,Vendor Delay,High
77004,6070,2024-09-15,2024-09-20,Completed,9886.97,On-Time,5,5,Vendor,Vendor Delay,High
77006,6010,2025-01-16,2025-01-19,Completed,425.52,On-Time,5,5,Vendor,Vendor Delay,High
77008,19454,2024-07-26,2024-07-28,Completed,6075.98,On-Time,5,5,Vendor,Vendor Delay,High
77011,17664,2025-01-28,2025-01-31,Completed,2251.35,On-Time,5,5,Vendor,Vendor Delay,High
77033,11320,2024-11-15,2024-11-16,Completed,5024.46,On-Time,5,5,Vendor,Vendor Delay,High
77034,14095,2025-06-07,2025-06-12,Delayed,3062.4,Delayed,5,5,Vendor,Vendor Delay,High
77036,4416,2025-03-26,2025-03-30,Completed,2902.51,On-Time,5,5,Vendor,Vendor Delay,High
77039,18009,2024-09-23,2024-09-25,Completed,1967.84,On-Time,5,5,Vendor,Vendor Delay,High
77040,12154,2024-07-09,2024-07-11,Completed,308.77,On-Time,5,5,Vendor,Vendor Delay,High
77044,2255,2025-04-12,2025-04-17,Completed,3109.16,On-Time,5,5,Vendor,Vendor Delay,High
77045,9127,2024-07-07,2024-07-09,Completed,430.44,On-Time,5,5,Vendor,Vendor Delay,High
77055,16101,2025-05-20,2025-05-21,Completed,2888.14,On-Time,5,5,Vendor,Vendor Delay,High
77059,11062,2024-09-01,2024-09-05,Completed,13088.16,On-Time,5,5,Vendor,Vendor Delay,High
77061,3801,2025-04-27,2025-05-02,Completed,4650.31,On-Time,5,5,Vendor,Vendor Delay,High
77062,2301,2024-10-22,2024-10-27,Completed,718.1,On-Time,5,5,Vendor,Vendor Delay,High
77064,9494,2024-08-18,2024-08-22,Delayed,1909.08,Delayed,5,5,Vendor,Vendor Delay,High
77065,5710,2025-02-17,2025-02-20,Completed,8835.62,On-Time,5,5,Vendor,Vendor Delay,High
77077,5186,2024-10-08,2024-10-13,Completed,5593.61,On-Time,5,5,Vendor,Vendor Delay,High
77084,9382,2025-03-19,2025-03-23,Completed,681.48,On-Time,5,5,Vendor,Vendor Delay,High
77089,17396,2024-12-17,2024-12-20,Completed,4195.98,On-Time,5,5,Vendor,Vendor Delay,High
77095,16506,2024-10-04,2024-10-05,Completed,5017.09,On-Time,5,5,Vendor,Vendor Delay,High
77100,7861,2024-07-10,2024-07-13,Completed,4095.35,On-Time,5,5,Vendor,Vendor Delay,High
77103,15793,2024-12-27,2025-01-01,Cancelled,8678.53,Lost,5,5,Vendor,Vendor Delay,High
77105,4372,2024-11-07,2024-11-08,Cancelled,1826.8,Lost,5,5,Vendor,Vendor Delay,High
77110,6192,2024-10-02,2024-10-06,Completed,2680.01,On-Time,5,5,Vendor,Vendor Delay,High
77111,7227,2024-10-07,2024-10-11,Completed,3571.52,On-Time,5,5,Vendor,Vendor Delay,High
77114,14030,2024-07-23,2024-07-25,Cancelled,850.69,Lost,5,5,Vendor,Vendor Delay,High
77120,1654,2024-09-26,2024-09-28,Completed,496.77,On-Time,5,5,Vendor,Vendor Delay,High
77129,5307,2024-11-01,2024-11-04,Completed,8284.0,On-Time,5,5,Vendor,Vendor Delay,High
77132,3684,2024-07-15,2024-07-17,Completed,6044.66,On-Time,5,5,Vendor,Vendor Delay,High
77133,3343,2024-11-22,2024-11-23,Completed,9543.83,On-Time,5,5,Vendor,Vendor Delay,High
77154,11621,2025-05-24,2025-05-27,Completed,6297.75,On-Time,5,5,Vendor,Vendor Delay,High
77155,6348,2025-05-03,2025-05-08,Completed,8359.22,On-Time,5,5,Vendor,Vendor Delay,High
77158,19829,2024-08-18,2024-08-21,Delayed,4000.77,Delayed,5,5,Vendor,Vendor Delay,High
77170,1285,2024-10-25,2024-10-26,Completed,9584.51,On-Time,5,5,Vendor,Vendor Delay,High
77172,8222,2025-06-12,2025-06-14,Completed,10968.97,On-Time,5,5,Vendor,Vendor Delay,High
77175,6684,2024-12-28,2024-12-30,Completed,4767.98,On-Time,5,5,Vendor,Vendor Delay,High
77176,891,2025-06-26,2025-07-01,Completed,4679.53,On-Time,5,5,Vendor,Vendor Delay,High
77180,15855,2025-04-11,2025-04-13,Completed,5709.53,On-Time,5,5,Vendor,Vendor Delay,High
77187,5233,2025-05-11,2025-05-13,Completed,4362.7,On-Time,5,5,Vendor,Vendor Delay,High
77189,16254,2025-05-20,2025-05-24,Completed,5838.19,On-Time,5,5,Vendor,Vendor Delay,High
77190,1471,2025-01-27,2025-01-28,Delayed,3580.73,Delayed,5,5,Vendor,Vendor Delay,High
77198,10699,2024-08-08,2024-08-10,Completed,3978.55,On-Time,5,5,Vendor,Vendor Delay,High
77201,11344,2024-09-03,2024-09-06,Completed,2081.08,On-Time,5,5,Vendor,Vendor Delay,High
77202,19146,2024-11-29,2024-12-03,Cancelled,2401.92,Lost,5,5,Vendor,Vendor Delay,High
77205,17386,2024-10-04,2024-10-06,Completed,8188.69,On-Time,5,5,Vendor,Vendor Delay,High
77208,13038,2025-03-15,2025-03-17,Completed,9391.01,On-Time,5,5,Vendor,Vendor Delay,High
77212,12299,2025-04-16,2025-04-20,Completed,7452.02,On-Time,5,5,Vendor,Vendor Delay,High
77218,15130,2025-02-11,2025-02-13,Completed,13129.45,On-Time,5,5,Vendor,Vendor Delay,High
77225,7683,2025-05-16,2025-05-20,Completed,878.76,On-Time,5,5,Vendor,Vendor Delay,High
77229,18387,2025-04-10,2025-04-13,Delayed,9383.75,Delayed,5,5,Vendor,Vendor Delay,High
77231,5696,2024-11-15,2024-11-17,Completed,8276.4,On-Time,5,5,Vendor,Vendor Delay,High
77236,7040,2025-03-29,2025-04-03,Delayed,6236.72,Delayed,5,5,Vendor,Vendor Delay,High
77238,9357,2024-09-20,2024-09-25,Completed,11343.55,On-Time,5,5,Vendor,Vendor Delay,High
77239,12821,2024-11-05,2024-11-09,Completed,2306.81,On-Time,5,5,Vendor,Vendor Delay,High
77240,17419,2025-03-07,2025-03-11,Completed,1928.82,On-Time,5,5,Vendor,Vendor Delay,High
77246,19225,2024-09-14,2024-09-15,Completed,993.54,On-Time,5,5,Vendor,Vendor Delay,High
77249,8179,2024-08-10,2024-08-11,Completed,2978.5,On-Time,5,5,Vendor,Vendor Delay,High
77254,13663,2024-07-25,2024-07-29,Completed,3287.21,On-Time,5,5,Vendor,Vendor Delay,High
77258,10196,2024-10-27,2024-11-01,Completed,9353.31,On-Time,5,5,Vendor,Vendor Delay,High
77259,3781,2024-08-13,2024-08-14,Completed,11736.73,On-Time,5,5,Vendor,Vendor Delay,High
77260,6201,2025-03-15,2025-03-16,Completed,5342.47,On-Time,5,5,Vendor,Vendor Delay,High
77261,16274,2025-03-28,2025-03-30,Completed,4141.52,On-Time,5,5,Vendor,Vendor Delay,High
77265,10704,2024-12-14,2024-12-19,Completed,6733.6,On-Time,5,5,Vendor,Vendor Delay,High
77267,18654,2025-05-29,2025-06-03,Delayed,11810.07,Delayed,5,5,Vendor,Vendor Delay,High
77278,804,2025-05-10,2025-05-14,Completed,4481.13,On-Time,5,5,Vendor,Vendor Delay,High
77292,14799,2024-12-30,2025-01-01,Cancelled,6456.56,Lost,5,5,Vendor,Vendor Delay,High
77296,14595,2024-09-23,2024-09-26,Completed,2152.58,On-Time,5,5,Vendor,Vendor Delay,High
77298,12070,2024-08-21,2024-08-25,Delayed,2276.84,Delayed,5,5,Vendor,Vendor Delay,High
77299,5752,2025-06-30,2025-07-05,Completed,5672.23,On-Time,5,5,Vendor,Vendor Delay,High
77304,18145,2025-01-24,2025-01-29,Completed,3591.31,On-Time,5,5,Vendor,Vendor Delay,High
77305,16628,2025-04-28,2025-04-29,Completed,5121.58,On-Time,5,5,Vendor,Vendor Delay,High
77307,13070,2025-01-11,2025-01-14,Completed,545.6,On-Time,5,5,Vendor,Vendor Delay,High
77309,12189,2025-05-04,2025-05-09,Completed,2057.06,On-Time,5,5,Vendor,Vendor Delay,High
77313,3636,2024-11-02,2024-11-06,Completed,6140.1,On-Time,5,5,Vendor,Vendor Delay,High
77319,17370,2025-01-21,2025-01-26,Completed,6633.73,On-Time,5,5,Vendor,Vendor Delay,High
77341,1956,2024-10-12,2024-10-17,Completed,7778.32,On-Time,5,5,Vendor,Vendor Delay,High
77342,6048,2024-12-18,2024-12-21,Completed,8466.87,On-Time,5,5,Vendor,Vendor Delay,High
77347,7608,2025-03-10,2025-03-14,Completed,10141.32,On-Time,5,5,Vendor,Vendor Delay,High
77365,17510,2024-11-16,2024-11-19,Completed,9638.6,On-Time,5,5,Vendor,Vendor Delay,High
77373,12316,2024-12-05,2024-12-07,Completed,2095.81,On-Time,5,5,Vendor,Vendor Delay,High
77374,1826,2025-01-22,2025-01-26,Delayed,3003.0,Delayed,5,5,Vendor,Vendor Delay,High
77381,19420,2024-09-15,2024-09-20,Completed,8334.96,On-Time,5,5,Vendor,Vendor Delay,High
77392,10613,2025-05-16,2025-05-18,Completed,2212.8,On-Time,5,5,Vendor,Vendor Delay,High
77393,1153,2024-10-12,2024-10-14,Completed,1789.56,On-Time,5,5,Vendor,Vendor Delay,High
77396,7378,2024-12-25,2024-12-27,Completed,3943.64,On-Time,5,5,Vendor,Vendor Delay,High
77397,340,2024-07-22,2024-07-24,Completed,2013.55,On-Time,5,5,Vendor,Vendor Delay,High
77399,5756,2024-08-29,2024-09-01,Completed,4082.32,On-Time,5,5,Vendor,Vendor Delay,High
77400,16700,2025-03-25,2025-03-26,Completed,7230.96,On-Time,5,5,Vendor,Vendor Delay,High
77402,2557,2024-10-15,2024-10-19,Completed,3113.72,On-Time,5,5,Vendor,Vendor Delay,High
77403,11331,2025-05-31,2025-06-05,Completed,2383.3,On-Time,5,5,Vendor,Vendor Delay,High
77411,1506,2024-07-16,2024-07-21,Cancelled,8734.25,Lost,5,5,Vendor,Vendor Delay,High
77413,2048,2024-09-03,2024-09-08,Completed,4875.65,On-Time,5,5,Vendor,Vendor Delay,High
77420,10924,2024-10-25,2024-10-26,Completed,539.13,On-Time,5,5,Vendor,Vendor Delay,High
77421,16279,2025-03-28,2025-04-01,Completed,7566.86,On-Time,5,5,Vendor,Vendor Delay,High
77423,1796,2024-11-05,2024-11-07,Cancelled,2845.26,Lost,5,5,Vendor,Vendor Delay,High
77436,4876,2025-01-09,2025-01-10,Completed,1130.85,On-Time,5,5,Vendor,Vendor Delay,High
77442,10644,2025-04-27,2025-05-02,Completed,4429.64,On-Time,5,5,Vendor,Vendor Delay,High
77443,4983,2025-02-15,2025-02-17,Completed,9467.53,On-Time,5,5,Vendor,Vendor Delay,High
77449,14276,2024-12-10,2024-12-12,Completed,8269.76,On-Time,5,5,Vendor,Vendor Delay,High
77450,7371,2025-05-06,2025-05-07,Delayed,7062.19,Delayed,5,5,Vendor,Vendor Delay,High
77451,6270,2025-06-02,2025-06-04,Completed,1308.3,On-Time,5,5,Vendor,Vendor Delay,High
77452,606,2025-04-03,2025-04-04,Delayed,5114.11,Delayed,5,5,Vendor,Vendor Delay,High
77457,3654,2025-04-19,2025-04-20,Completed,5472.39,On-Time,5,5,Vendor,Vendor Delay,High
77467,19615,2025-05-13,2025-05-15,Completed,3831.43,On-Time,5,5,Vendor,Vendor Delay,High
77470,17934,2024-10-23,2024-10-24,Completed,1307.68,On-Time,5,5,Vendor,Vendor Delay,High
77473,11823,2025-01-09,2025-01-13,Delayed,4273.45,Delayed,5,5,Vendor,Vendor Delay,High
77481,5946,2025-04-16,2025-04-20,Completed,9938.93,On-Time,5,5,Vendor,Vendor Delay,High
77483,7256,2024-12-27,2024-12-29,Completed,2865.25,On-Time,5,5,Vendor,Vendor Delay,High
77486,1924,2024-07-13,2024-07-18,Completed,4361.7,On-Time,5,5,Vendor,Vendor Delay,High
77489,19460,2024-12-18,2024-12-19,Completed,9353.14,On-Time,5,5,Vendor,Vendor Delay,High
77492,8628,2024-11-05,2024-11-06,Completed,5043.58,On-Time,5,5,Vendor,Vendor Delay,High
77499,8414,2025-01-15,2025-01-19,Completed,4771.89,On-Time,5,5,Vendor,Vendor Delay,High
77500,11774,2024-09-17,2024-09-19,Completed,4347.44,On-Time,5,5,Vendor,Vendor Delay,High
77504,18721,2024-11-24,2024-11-28,Completed,7383.1,On-Time,5,5,Vendor,Vendor Delay,High
77509,14538,2025-04-11,2025-04-16,Completed,1128.86,On-Time,5,5,Vendor,Vendor Delay,High
77510,7144,2024-12-16,2024-12-21,Completed,3033.03,On-Time,5,5,Vendor,Vendor Delay,High
77513,6278,2024-12-21,2024-12-26,Delayed,8267.46,Delayed,5,5,Vendor,Vendor Delay,High
77517,9350,2025-06-28,2025-06-30,Delayed,5379.8,Delayed,5,5,Vendor,Vendor Delay,High
77523,19210,2024-09-06,2024-09-07,Completed,3970.88,On-Time,5,5,Vendor,Vendor Delay,High
77524,10370,2025-05-29,2025-05-30,Completed,9864.82,On-Time,5,5,Vendor,Vendor Delay,High
77537,9552,2024-09-29,2024-10-01,Completed,1302.96,On-Time,5,5,Vendor,Vendor Delay,High
77557,3567,2024-11-30,2024-12-05,Completed,4980.18,On-Time,5,5,Vendor,Vendor Delay,High
77558,12794,2024-07-31,2024-08-05,Completed,8976.22,On-Time,5,5,Vendor,Vendor Delay,High
77559,15202,2025-02-16,2025-02-21,Completed,2728.5,On-Time,5,5,Vendor,Vendor Delay,High
77565,7309,2025-05-02,2025-05-03,Completed,8482.57,On-Time,5,5,Vendor,Vendor Delay,High
77566,6269,2025-04-27,2025-04-28,Completed,7591.73,On-Time,5,5,Vendor,Vendor Delay,High
77585,11538,2025-05-07,2025-05-08,Completed,737.87,On-Time,5,5,Vendor,Vendor Delay,High
77587,1088,2024-07-11,2024-07-16,Delayed,5322.02,Delayed,5,5,Vendor,Vendor Delay,High
77603,8710,2025-05-31,2025-06-03,Completed,3675.3,On-Time,5,5,Vendor,Vendor Delay,High
77605,5261,2024-07-21,2024-07-23,Completed,4900.86,On-Time,5,5,Vendor,Vendor Delay,High
77611,7162,2024-09-29,2024-09-30,Completed,6323.62,On-Time,5,5,Vendor,Vendor Delay,High
77624,15252,2024-10-24,2024-10-28,Completed,7484.54,On-Time,5,5,Vendor,Vendor Delay,High
77629,1431,2024-07-24,2024-07-25,Completed,414.52,On-Time,5,5,Vendor,Vendor Delay,High
77633,7758,2024-09-17,2024-09-21,Completed,1238.45,On-Time,5,5,Vendor,Vendor Delay,High
77635,2315,2025-04-25,2025-04-28,Completed,13559.58,On-Time,5,5,Vendor,Vendor Delay,High
77636,10851,2025-02-14,2025-02-19,Completed,8372.02,On-Time,5,5,Vendor,Vendor Delay,High
77637,5796,2025-06-13,2025-06-15,Completed,1129.78,On-Time,5,5,Vendor,Vendor Delay,High
77646,14725,2025-01-25,2025-01-28,Completed,3924.08,On-Time,5,5,Vendor,Vendor Delay,High
77647,9494,2025-05-02,2025-05-06,Completed,4950.24,On-Time,5,5,Vendor,Vendor Delay,High
77651,2965,2025-02-15,2025-02-18,Completed,1900.38,On-Time,5,5,Vendor,Vendor Delay,High
77657,11359,2025-05-01,2025-05-05,Delayed,6168.7,Delayed,5,5,Vendor,Vendor Delay,High
77658,1614,2025-02-09,2025-02-14,Completed,2167.34,On-Time,5,5,Vendor,Vendor Delay,High
77668,9338,2024-09-28,2024-10-02,Completed,6716.71,On-Time,5,5,Vendor,Vendor Delay,High
77670,6118,2024-09-01,2024-09-06,Delayed,259.36,Delayed,5,5,Vendor,Vendor Delay,High
77673,10308,2025-02-08,2025-02-12,Completed,7420.75,On-Time,5,5,Vendor,Vendor Delay,High
77679,10053,2025-02-13,2025-02-17,Completed,1617.0,On-Time,5,5,Vendor,Vendor Delay,High
77685,12356,2025-05-11,2025-05-16,Completed,3154.67,On-Time,5,5,Vendor,Vendor Delay,High
77693,19512,2025-02-18,2025-02-23,Completed,8669.36,On-Time,5,5,Vendor,Vendor Delay,High
77694,14974,2024-12-28,2025-01-02,Completed,10356.96,On-Time,5,5,Vendor,Vendor Delay,High
77695,928,2025-01-12,2025-01-14,Completed,7174.79,On-Time,5,5,Vendor,Vendor Delay,High
77704,12351,2024-09-19,2024-09-21,Completed,6656.25,On-Time,5,5,Vendor,Vendor Delay,High
77709,11516,2024-07-28,2024-07-29,Completed,1280.74,On-Time,5,5,Vendor,Vendor Delay,High
77710,11672,2024-08-23,2024-08-27,Completed,4912.8,On-Time,5,5,Vendor,Vendor Delay,High
77713,17317,2025-05-31,2025-06-03,Completed,268.05,On-Time,5,5,Vendor,Vendor Delay,High
77718,16572,2025-04-25,2025-04-27,Completed,6343.7,On-Time,5,5,Vendor,Vendor Delay,High
77719,10551,2025-05-04,2025-05-09,Cancelled,332.52,Lost,5,5,Vendor,Vendor Delay,High
77724,1396,2025-04-23,2025-04-28,Completed,7919.65,On-Time,5,5,Vendor,Vendor Delay,High
77728,3511,2024-07-06,2024-07-08,Completed,8155.95,On-Time,5,5,Vendor,Vendor Delay,High
77734,6283,2025-06-02,2025-06-05,Completed,414.7,On-Time,5,5,Vendor,Vendor Delay,High
77735,17778,2025-04-27,2025-04-29,Delayed,5064.72,Delayed,5,5,Vendor,Vendor Delay,High
77737,1763,2025-04-14,2025-04-18,Completed,6352.44,On-Time,5,5,Vendor,Vendor Delay,High
77738,6961,2024-07-27,2024-07-31,Completed,3287.15,On-Time,5,5,Vendor,Vendor Delay,High
77745,7737,2024-07-21,2024-07-25,Completed,2105.89,On-Time,5,5,Vendor,Vendor Delay,High
77747,11110,2025-02-20,2025-02-22,Completed,4949.29,On-Time,5,5,Vendor,Vendor Delay,High
77752,15342,2025-01-23,2025-01-24,Completed,6463.51,On-Time,5,5,Vendor,Vendor Delay,High
77754,19287,2025-04-20,2025-04-24,Delayed,3367.31,Delayed,5,5,Vendor,Vendor Delay,High
77760,4361,2025-02-12,2025-02-14,Completed,9882.34,On-Time,5,5,Vendor,Vendor Delay,High
77763,7890,2024-09-19,2024-09-20,Completed,5864.98,On-Time,5,5,Vendor,Vendor Delay,High
77764,17726,2025-02-27,2025-03-01,Completed,6052.95,On-Time,5,5,Vendor,Vendor Delay,High
77769,6028,2024-12-22,2024-12-27,Completed,2115.58,On-Time,5,5,Vendor,Vendor Delay,High
77781,412,2025-02-11,2025-02-14,Delayed,3519.64,Delayed,5,5,Vendor,Vendor Delay,High
77784,2166,2025-03-25,2025-03-28,Completed,2602.45,On-Time,5,5,Vendor,Vendor Delay,High
77785,3493,2024-09-15,2024-09-19,Completed,4732.56,On-Time,5,5,Vendor,Vendor Delay,High
77788,559,2025-01-19,2025-01-24,Delayed,4649.9,Delayed,5,5,Vendor,Vendor Delay,High
77789,15694,2024-10-09,2024-10-10,Delayed,4879.58,Delayed,5,5,Vendor,Vendor Delay,High
77792,10613,2025-05-07,2025-05-09,Completed,2177.13,On-Time,5,5,Vendor,Vendor Delay,High
77801,998,2025-03-21,2025-03-25,Completed,1200.76,On-Time,5,5,Vendor,Vendor Delay,High
77809,11342,2024-10-28,2024-11-02,Completed,806.94,On-Time,5,5,Vendor,Vendor Delay,High
77810,11615,2024-11-02,2024-11-07,Delayed,5131.72,Delayed,5,5,Vendor,Vendor Delay,High
77824,12023,2025-03-15,2025-03-19,Delayed,8831.43,Delayed,5,5,Vendor,Vendor Delay,High
77830,19432,2025-01-19,2025-01-21,Completed,1713.98,On-Time,5,5,Vendor,Vendor Delay,High
77833,15232,2025-03-19,2025-03-23,Completed,7153.33,On-Time,5,5,Vendor,Vendor Delay,High
77837,12378,2024-11-14,2024-11-15,Completed,1199.05,On-Time,5,5,Vendor,Vendor Delay,High
77842,9013,2025-06-24,2025-06-29,Completed,4143.23,On-Time,5,5,Vendor,Vendor Delay,High
77845,9238,2024-09-13,2024-09-15,Completed,1798.08,On-Time,5,5,Vendor,Vendor Delay,High
77846,7494,2025-04-22,2025-04-23,Completed,6213.64,On-Time,5,5,Vendor,Vendor Delay,High
77851,7671,2024-07-13,2024-07-17,Completed,9821.09,On-Time,5,5,Vendor,Vendor Delay,High
77853,4874,2025-06-27,2025-06-29,Completed,4928.32,On-Time,5,5,Vendor,Vendor Delay,High
77855,10215,2024-08-08,2024-08-10,Cancelled,5466.24,Lost,5,5,Vendor,Vendor Delay,High
77860,13241,2024-08-06,2024-08-08,Completed,5109.7,On-Time,5,5,Vendor,Vendor Delay,High
77876,6279,2025-02-03,2025-02-05,Completed,4178.67,On-Time,5,5,Vendor,Vendor Delay,High
77885,14166,2024-10-26,2024-10-27,Delayed,7663.58,Delayed,5,5,Vendor,Vendor Delay,High
77887,14891,2025-03-10,2025-03-12,Delayed,4282.55,Delayed,5,5,Vendor,Vendor Delay,High
77893,5778,2024-07-14,2024-07-19,Delayed,2249.4,Delayed,5,5,Vendor,Vendor Delay,High
77898,9153,2024-09-22,2024-09-23,Completed,1973.19,On-Time,5,5,Vendor,Vendor Delay,High
77908,13236,2025-01-10,2025-01-11,Completed,707.3,On-Time,5,5,Vendor,Vendor Delay,High
77927,3740,2024-12-24,2024-12-25,Completed,10245.03,On-Time,5,5,Vendor,Vendor Delay,High
77928,18825,2024-10-27,2024-11-01,Completed,334.5,On-Time,5,5,Vendor,Vendor Delay,High
77932,13677,2025-03-16,2025-03-20,Completed,4580.0,On-Time,5,5,Vendor,Vendor Delay,High
77938,10252,2024-08-11,2024-08-14,Completed,6151.85,On-Time,5,5,Vendor,Vendor Delay,High
77940,18382,2025-01-03,2025-01-04,Completed,931.17,On-Time,5,5,Vendor,Vendor Delay,High
77941,14910,2025-06-06,2025-06-07,Completed,10056.8,On-Time,5,5,Vendor,Vendor Delay,High
77942,15787,2024-12-02,2024-12-05,Cancelled,3680.46,Lost,5,5,Vendor,Vendor Delay,High
77948,6513,2025-03-11,2025-03-14,Completed,2101.15,On-Time,5,5,Vendor,Vendor Delay,High
77956,6735,2024-09-02,2024-09-06,Cancelled,970.18,Lost,5,5,Vendor,Vendor Delay,High
77958,8865,2025-06-15,2025-06-19,Completed,5159.8,On-Time,5,5,Vendor,Vendor Delay,High
77963,366,2025-05-26,2025-05-27,Completed,6081.46,On-Time,5,5,Vendor,Vendor Delay,High
77964,7102,2024-12-26,2024-12-28,Completed,8736.29,On-Time,5,5,Vendor,Vendor Delay,High
