order_id,customer_id,order_date,due_date,order_status,order_total,delivery_status,delay_reason_id
134470,7665,2024-08-02,2024-08-04,Delayed,14361.14,Delayed,1
134485,6501,2025-04-15,2025-04-16,Cancelled,6267.33,Lost,3
134489,688,2024-07-12,2024-07-14,Delayed,6836.98,Delayed,5
134495,18018,2024-07-22,2024-07-24,Delayed,3924.54,Delayed,3
134498,1327,2024-12-29,2025-01-02,Delayed,3622.16,Delayed,5
134505,12866,2024-07-15,2024-07-17,Delayed,6512.24,Delayed,5
134506,15883,2024-08-07,2024-08-09,Delayed,4625.14,Delayed,1
134511,1137,2025-02-14,2025-02-18,Delayed,5585.73,Delayed,2
134518,3027,2025-01-31,2025-02-04,Delayed,6745.34,Delayed,3
134523,6725,2024-10-19,2024-10-23,Delayed,4687.33,Delayed,2
134527,583,2024-09-15,2024-09-19,Cancelled,6058.75,Lost,3
134535,9159,2025-04-15,2025-04-18,Delayed,1615.11,Delayed,2
134536,9737,2024-07-09,2024-07-14,Delayed,3924.48,Delayed,2
134539,15351,2024-11-25,2024-11-28,Delayed,4807.48,Delayed,1
134551,2725,2024-11-25,2024-11-29,Cancelled,3871.19,Lost,3
134561,12276,2024-11-21,2024-11-23,Delayed,10138.01,Delayed,3
134568,13350,2025-04-10,2025-04-15,Delayed,443.36,Delayed,2
134573,16745,2025-02-06,2025-02-10,Delayed,4965.55,Delayed,4
134583,4396,2025-03-28,2025-03-29,Delayed,1847.58,Delayed,4
134591,9786,2025-02-23,2025-02-24,Cancelled,880.93,Delayed,1
134595,14833,2025-05-12,2025-05-15,Delayed,8388.29,Delayed,4
134607,200,2024-12-05,2024-12-08,Delayed,5925.33,Delayed,1
134610,7171,2024-07-20,2024-07-24,Delayed,7950.15,Delayed,1
134612,4284,2025-02-02,2025-02-07,Delayed,4442.54,Delayed,3
134613,6818,2024-11-11,2024-11-15,Delayed,8920.58,Delayed,1
134617,3086,2024-09-13,2024-09-17,Delayed,5478.88,Delayed,5
134620,18715,2025-03-09,2025-03-12,Delayed,537.84,Delayed,4
134634,13495,2024-11-18,2024-11-20,Delayed,5492.76,Delayed,4
134636,19911,2024-08-14,2024-08-16,Delayed,1239.48,Delayed,4
134637,6658,2025-06-14,2025-06-19,Cancelled,1646.4,Lost,5
134640,12016,2024-12-22,2024-12-26,Cancelled,11479.82,Lost,2
134641,14079,2024-08-20,2024-08-25,Delayed,1358.08,Delayed,5
134644,5000,2024-12-24,2024-12-27,Cancelled,1095.32,Lost,1
134656,8207,2025-06-03,2025-06-08,Cancelled,458.7,Lost,3
134658,11584,2024-08-16,2024-08-19,Delayed,4327.21,Delayed,2
134661,15699,2024-10-24,2024-10-27,Delayed,2823.47,Delayed,5
134664,6018,2025-05-24,2025-05-29,Delayed,6720.22,Delayed,4
134667,16638,2024-12-11,2024-12-16,Cancelled,4910.6,Lost,3
134669,8058,2024-12-18,2024-12-21,Delayed,4162.48,Delayed,2
134678,9352,2025-06-02,2025-06-07,Delayed,416.68,Delayed,2
134682,131,2025-05-27,2025-05-31,Delayed,4940.06,Delayed,5
134699,12613,2025-01-14,2025-01-16,Cancelled,4340.36,Lost,4
134704,242,2024-07-07,2024-07-12,Delayed,7237.02,Delayed,4
134705,13791,2025-04-19,2025-04-24,Cancelled,2448.24,Lost,5
134708,18362,2025-04-17,2025-04-19,Delayed,2352.09,Delayed,2
134712,18144,2024-08-30,2024-09-03,Delayed,3289.32,Delayed,2
134713,743,2024-07-23,2024-07-28,Delayed,7697.12,Delayed,5
134722,1698,2025-03-15,2025-03-20,Delayed,3355.1,Delayed,5
134737,14384,2025-06-07,2025-06-09,Delayed,8966.41,Delayed,3
134740,14000,2025-04-05,2025-04-08,Delayed,1336.1,Delayed,1
134741,13775,2025-02-03,2025-02-06,Delayed,7408.1,Delayed,5
134744,8513,2025-02-20,2025-02-23,Delayed,11136.4,Delayed,1
134752,14458,2025-02-26,2025-02-27,Delayed,11019.81,Delayed,1
134755,3951,2025-06-12,2025-06-14,Delayed,1631.13,Delayed,5
134757,11105,2025-05-09,2025-05-12,Cancelled,9268.25,Lost,4
134758,14827,2024-11-23,2024-11-26,Delayed,3748.02,Delayed,4
134759,19231,2024-07-19,2024-07-22,Delayed,7480.4,Delayed,1
134768,6238,2024-07-10,2024-07-15,Delayed,8841.4,Delayed,2
134770,5665,2025-04-26,2025-04-30,Delayed,12475.73,Delayed,4
134772,16425,2024-12-02,2024-12-07,Delayed,10412.62,Delayed,5
134773,18830,2025-01-24,2025-01-26,Delayed,6499.37,Delayed,2
134777,383,2025-03-28,2025-04-01,Delayed,7523.07,Delayed,4
134782,15445,2024-10-26,2024-10-31,Delayed,715.04,Delayed,1
134785,2482,2024-11-12,2024-11-14,Delayed,3636.86,Delayed,1
134790,16384,2024-08-29,2024-08-30,Delayed,711.96,Delayed,3
134792,4852,2025-03-27,2025-04-01,Delayed,2576.58,Delayed,3
134795,6628,2024-12-04,2024-12-09,Delayed,4137.7,Delayed,1
134800,17368,2025-04-04,2025-04-09,Delayed,1112.28,Delayed,4
134803,17141,2024-10-24,2024-10-27,Cancelled,5707.36,Delayed,4
134804,10206,2025-03-26,2025-03-28,Delayed,7267.7,Delayed,1
134808,14349,2025-04-06,2025-04-09,Delayed,8266.9,Delayed,5
134818,141,2025-03-27,2025-03-29,Delayed,5979.31,Delayed,3
134821,4524,2025-01-03,2025-01-06,Delayed,3529.5,Delayed,2
134823,12804,2025-06-05,2025-06-10,Delayed,5184.37,Delayed,4
134828,2893,2025-05-11,2025-05-12,Delayed,313.94,Delayed,5
134837,5140,2025-01-17,2025-01-22,Delayed,4601.64,Delayed,2
134841,18957,2025-01-14,2025-01-17,Delayed,3860.56,Delayed,5
134853,66,2024-08-01,2024-08-06,Delayed,647.86,Delayed,3
134855,5930,2025-06-10,2025-06-14,Delayed,5760.54,Delayed,3
134858,9561,2024-10-21,2024-10-25,Delayed,3448.8,Delayed,2
134875,3705,2024-07-04,2024-07-07,Delayed,4924.45,Delayed,3
134891,15893,2025-04-29,2025-04-30,Delayed,1990.06,Delayed,5
134894,15532,2024-07-10,2024-07-15,Delayed,3601.18,Delayed,5
134904,19122,2025-02-22,2025-02-23,Delayed,3188.88,Delayed,4
134905,6465,2024-08-04,2024-08-05,Cancelled,12437.55,Lost,3
134909,7848,2024-08-29,2024-09-03,Delayed,11381.35,Delayed,4
134912,9837,2025-06-10,2025-06-11,Delayed,3533.87,Delayed,2
134915,6537,2025-02-21,2025-02-26,Delayed,7832.84,Delayed,2
134918,6208,2025-04-26,2025-04-27,Delayed,4161.2,Delayed,5
134921,19150,2024-09-15,2024-09-20,Delayed,10569.38,Delayed,2
134924,858,2024-10-17,2024-10-19,Delayed,5039.82,Delayed,4
134928,12273,2024-12-24,2024-12-25,Delayed,8804.14,Delayed,4
134931,6425,2025-01-27,2025-01-31,Delayed,8540.3,Delayed,1
134932,5654,2024-10-06,2024-10-11,Delayed,1246.55,Delayed,5
134936,5832,2025-01-31,2025-02-02,Delayed,7778.82,Delayed,3
134949,7560,2025-02-28,2025-03-03,Cancelled,8519.09,Lost,4
134950,18828,2025-01-03,2025-01-04,Delayed,3581.13,Delayed,5
134952,9912,2025-05-12,2025-05-16,Cancelled,819.28,Lost,1
134956,15488,2025-06-07,2025-06-09,Delayed,6000.92,Delayed,3
134964,945,2025-03-12,2025-03-14,Delayed,3894.15,Delayed,4
134969,2340,2024-10-19,2024-10-21,Delayed,12165.21,Delayed,1
134971,14284,2025-05-18,2025-05-20,Delayed,7772.03,Delayed,2
134974,15615,2024-10-09,2024-10-10,Delayed,4395.84,Delayed,3
134976,13098,2025-06-20,2025-06-23,Cancelled,7307.37,Lost,1
134980,2386,2024-07-02,2024-07-05,Cancelled,7204.29,Lost,1
134981,6069,2024-11-24,2024-11-28,Cancelled,6021.58,Lost,1
134990,13041,2024-12-31,2025-01-05,Cancelled,2925.03,Lost,1
135000,11636,2024-12-21,2024-12-26,Delayed,6722.07,Delayed,3
135008,5537,2024-08-02,2024-08-03,Delayed,6868.48,Delayed,3
135017,13025,2025-04-27,2025-04-30,Delayed,7923.78,Delayed,3
135028,9785,2025-01-28,2025-01-29,Delayed,1443.18,Delayed,3
135029,17483,2025-01-09,2025-01-13,Delayed,3075.29,Delayed,5
135031,4838,2024-11-20,2024-11-21,Delayed,7538.13,Delayed,3
135035,11769,2025-02-01,2025-02-03,Cancelled,5117.4,Lost,4
135036,18366,2024-11-27,2024-11-29,Delayed,5311.34,Delayed,3
135040,9897,2024-10-27,2024-10-29,Delayed,6753.16,Delayed,4
135041,13657,2025-03-12,2025-03-13,Delayed,10100.92,Delayed,1
135042,12070,2024-08-11,2024-08-12,Cancelled,2690.07,Lost,2
135051,12700,2024-09-28,2024-09-29,Delayed,9181.56,Delayed,3
135052,7270,2025-05-05,2025-05-08,Delayed,9264.54,Delayed,2
135059,2514,2024-07-23,2024-07-24,Delayed,2149.24,Delayed,3
135061,1390,2025-04-29,2025-05-04,Cancelled,9870.01,Lost,2
135062,9892,2025-06-17,2025-06-21,Cancelled,2235.96,Lost,3
135067,13869,2024-09-15,2024-09-18,Cancelled,5006.25,Lost,4
135076,7485,2025-04-09,2025-04-14,Delayed,9933.49,Delayed,5
135078,14330,2024-09-30,2024-10-01,Cancelled,5764.85,Lost,3
135080,3965,2025-06-10,2025-06-14,Delayed,3961.25,Delayed,1
135088,8440,2024-07-01,2024-07-05,Delayed,4843.09,Delayed,5
135094,18515,2025-01-28,2025-01-31,Delayed,4374.56,Delayed,3
135097,6173,2024-11-10,2024-11-15,Cancelled,3829.2,Lost,1
135104,5682,2025-01-13,2025-01-16,Delayed,6447.68,Delayed,1
135106,13123,2025-05-30,2025-06-03,Delayed,2579.71,Delayed,4
135112,9431,2024-08-14,2024-08-16,Cancelled,2861.61,Lost,5
135114,2097,2024-09-07,2024-09-11,Cancelled,1358.08,Lost,3
135115,8027,2024-10-10,2024-10-14,Delayed,8431.28,Delayed,4
135122,9729,2025-05-26,2025-05-27,Delayed,10288.94,Delayed,2
135129,7985,2025-06-29,2025-07-01,Cancelled,3961.81,Lost,4
135130,15805,2025-02-04,2025-02-06,Delayed,1959.57,Delayed,1
135131,15354,2025-01-03,2025-01-06,Delayed,2281.52,Delayed,2
135152,15626,2025-05-17,2025-05-18,Cancelled,10969.83,Lost,5
135154,16750,2024-11-19,2024-11-20,Delayed,5231.35,Delayed,2
135156,18281,2024-09-11,2024-09-13,Delayed,4340.35,Delayed,2
135161,13519,2025-06-12,2025-06-16,Delayed,6615.01,Delayed,1
135182,15900,2024-11-15,2024-11-16,Delayed,4098.45,Delayed,1
135183,12858,2024-12-07,2024-12-08,Delayed,9843.47,Delayed,3
135196,2571,2025-06-06,2025-06-10,Delayed,7683.52,Delayed,4
135200,2094,2024-08-15,2024-08-20,Delayed,10111.58,Delayed,5
135206,5775,2025-06-05,2025-06-09,Delayed,2892.33,Delayed,2
135207,5296,2025-04-26,2025-04-29,Delayed,4478.8,Delayed,4
135212,6869,2025-03-21,2025-03-24,Delayed,2515.74,Delayed,1
135215,11798,2024-11-23,2024-11-27,Delayed,9132.75,Delayed,4
135216,10065,2025-02-15,2025-02-17,Delayed,8594.05,Delayed,1
135226,17504,2025-02-24,2025-02-26,Delayed,7807.6,Delayed,2
135229,14250,2024-08-16,2024-08-19,Delayed,6908.71,Delayed,2
135231,9648,2024-11-20,2024-11-22,Delayed,4263.48,Delayed,2
135232,1459,2025-02-23,2025-02-26,Delayed,515.42,Delayed,4
135238,6752,2025-01-07,2025-01-11,Cancelled,3268.04,Lost,4
135242,12310,2024-09-05,2024-09-09,Delayed,6736.44,Delayed,2
135247,17581,2025-05-16,2025-05-18,Cancelled,2748.09,Lost,3
135248,13468,2025-05-11,2025-05-13,Delayed,1491.22,Delayed,4
135249,207,2024-08-11,2024-08-14,Cancelled,7233.84,Lost,3
135250,10088,2024-12-01,2024-12-04,Delayed,6463.68,Delayed,4
135252,11981,2025-03-31,2025-04-01,Delayed,3607.95,Delayed,1
135253,3801,2024-12-23,2024-12-28,Cancelled,3631.17,Lost,1
135255,1177,2024-10-29,2024-10-30,Cancelled,471.12,Lost,1
135259,7223,2025-02-19,2025-02-22,Delayed,8728.02,Delayed,2
135284,19701,2025-01-12,2025-01-16,Delayed,2429.88,Delayed,5
135286,8770,2024-10-08,2024-10-09,Delayed,7415.01,Delayed,3
135288,18839,2025-03-16,2025-03-20,Delayed,2947.16,Delayed,1
135295,7181,2024-11-10,2024-11-15,Delayed,4393.59,Delayed,4
135297,8250,2024-08-06,2024-08-08,Delayed,10421.52,Delayed,4
135301,19456,2024-11-14,2024-11-17,Delayed,1138.85,Delayed,1
135308,1483,2024-08-14,2024-08-19,Delayed,2956.98,Delayed,1
135319,6440,2025-01-28,2025-01-30,Delayed,1841.22,Delayed,5
135320,11989,2025-05-01,2025-05-04,Delayed,2057.88,Delayed,5
135323,14912,2025-02-11,2025-02-16,Delayed,3009.44,Delayed,3
135329,1026,2024-10-29,2024-11-01,Delayed,4869.42,Delayed,2
135341,15929,2024-07-28,2024-07-31,Delayed,4078.38,Delayed,5
135347,18341,2025-06-19,2025-06-21,Cancelled,2668.78,Lost,3
135350,12792,2025-05-25,2025-05-27,Delayed,2572.6,Delayed,1
135363,10892,2024-09-05,2024-09-09,Delayed,3618.07,Delayed,4
135376,10965,2025-03-13,2025-03-16,Delayed,1095.19,Delayed,3
135384,1337,2025-04-22,2025-04-23,Delayed,3052.77,Delayed,4
135385,10701,2025-01-31,2025-02-02,Delayed,6000.64,Delayed,5
135389,13598,2025-03-09,2025-03-12,Delayed,2471.2,Delayed,1
135391,1676,2024-08-26,2024-08-31,Delayed,868.72,Delayed,1
135396,8020,2025-03-28,2025-03-29,Delayed,3318.92,Delayed,4
135401,2206,2025-01-28,2025-01-29,Delayed,2816.62,Delayed,4
135405,198,2024-11-16,2024-11-20,Delayed,2886.54,Delayed,2
135412,4318,2025-06-15,2025-06-16,Cancelled,6210.28,Lost,5
135421,4405,2025-04-21,2025-04-26,Delayed,8301.72,Delayed,5
135436,14605,2024-10-14,2024-10-16,Delayed,10174.33,Delayed,3
135441,4793,2025-04-03,2025-04-07,Cancelled,511.65,Lost,5
135446,12378,2025-01-12,2025-01-14,Cancelled,7296.52,Lost,1
135451,2582,2025-02-15,2025-02-16,Delayed,9416.97,Delayed,3
135453,19088,2025-04-15,2025-04-20,Cancelled,11127.69,Lost,3
135456,14824,2025-02-04,2025-02-07,Cancelled,13885.95,Lost,2
135460,8406,2024-08-04,2024-08-08,Delayed,9330.74,Delayed,3
135472,17256,2024-12-21,2024-12-24,Delayed,5833.49,Delayed,5
135477,10419,2025-04-08,2025-04-12,Delayed,7802.39,Delayed,1
135481,400,2025-06-14,2025-06-16,Cancelled,2231.55,Lost,1
135494,17396,2024-10-16,2024-10-18,Delayed,7407.12,Delayed,1
135496,14776,2024-12-24,2024-12-28,Delayed,2564.06,Delayed,4
135500,2740,2024-11-29,2024-12-02,Delayed,2587.93,Delayed,2
135504,4569,2024-07-26,2024-07-30,Delayed,1246.55,Delayed,1
135516,19816,2025-01-13,2025-01-18,Delayed,2692.89,Delayed,2
135520,12012,2024-07-31,2024-08-02,Delayed,6868.3,Delayed,1
135521,9355,2025-04-29,2025-05-01,Delayed,2064.74,Delayed,3
135550,15768,2024-12-06,2024-12-11,Cancelled,3048.74,Lost,5
135551,19754,2024-07-04,2024-07-06,Delayed,5572.98,Delayed,5
135556,10360,2025-05-27,2025-06-01,Delayed,1080.2,Delayed,3
135557,9370,2025-03-08,2025-03-13,Cancelled,9955.9,Lost,5
135558,17011,2025-06-06,2025-06-08,Delayed,9243.07,Delayed,2
135559,3929,2025-02-07,2025-02-11,Cancelled,600.63,Lost,2
135564,13641,2025-06-13,2025-06-14,Delayed,8752.85,Delayed,3
135567,5086,2024-07-11,2024-07-12,Delayed,3329.18,Delayed,3
135573,14846,2024-09-06,2024-09-07,Cancelled,5880.76,Lost,1
135580,16484,2024-11-11,2024-11-12,Delayed,341.08,Delayed,5
135583,9951,2024-08-16,2024-08-20,Delayed,7079.55,Delayed,3
135587,4075,2025-06-30,2025-07-03,Delayed,11116.36,Delayed,5
135591,5120,2025-06-28,2025-06-30,Delayed,6458.85,Delayed,4
135592,12101,2025-03-09,2025-03-11,Delayed,9566.85,Delayed,4
135600,4394,2024-09-19,2024-09-20,Cancelled,11026.55,Lost,1
135601,8611,2024-11-13,2024-11-18,Delayed,635.14,Delayed,5
135615,19028,2024-11-19,2024-11-23,Delayed,2413.62,Delayed,4
135617,1484,2025-01-21,2025-01-23,Delayed,3332.12,Delayed,2
135636,12562,2025-02-23,2025-02-24,Delayed,4562.95,Delayed,5
135638,17525,2025-02-20,2025-02-21,Delayed,5840.24,Delayed,1
135639,15936,2025-06-01,2025-06-04,Delayed,5333.11,Delayed,2
135646,7438,2025-04-17,2025-04-20,Cancelled,3954.91,Lost,1
135658,7882,2024-12-05,2024-12-09,Cancelled,4188.73,Lost,1
135663,6196,2025-02-04,2025-02-07,Delayed,6085.83,Delayed,2
135666,17086,2024-11-12,2024-11-16,Cancelled,11136.33,Lost,1
135676,19834,2025-01-15,2025-01-20,Cancelled,3270.19,Lost,4
135681,19854,2024-09-24,2024-09-29,Delayed,5425.17,Delayed,4
135689,16734,2024-12-16,2024-12-19,Delayed,4424.32,Delayed,3
135693,16864,2025-05-21,2025-05-26,Delayed,9033.8,Delayed,4
135697,6101,2025-05-03,2025-05-08,Delayed,4940.38,Delayed,1
135699,16905,2025-03-11,2025-03-14,Cancelled,3090.81,Lost,1
135700,19219,2024-10-17,2024-10-18,Delayed,537.93,Delayed,4
135710,12644,2025-03-27,2025-04-01,Delayed,692.02,Delayed,2
135723,6678,2025-05-25,2025-05-30,Delayed,797.08,Delayed,1
135729,13145,2025-06-08,2025-06-11,Delayed,6768.99,Delayed,4
135736,18131,2024-12-29,2025-01-01,Cancelled,11871.56,Lost,5
135738,16286,2024-10-01,2024-10-06,Delayed,3689.3,Delayed,5
135740,7944,2025-04-26,2025-04-30,Delayed,8812.66,Delayed,2
135741,39,2025-05-13,2025-05-15,Cancelled,5133.38,Lost,5
135746,4316,2025-06-27,2025-07-02,Delayed,2374.27,Delayed,1
135750,4933,2025-04-01,2025-04-05,Delayed,9197.74,Delayed,3
135752,7536,2025-01-11,2025-01-16,Cancelled,2422.83,Lost,4
135762,12585,2024-10-04,2024-10-07,Delayed,4522.71,Delayed,4
135764,4754,2024-10-12,2024-10-15,Cancelled,604.56,Lost,2
135771,16796,2024-11-21,2024-11-22,Delayed,2203.98,Delayed,3
135775,1017,2024-12-03,2024-12-08,Delayed,9189.98,Delayed,3
135789,10291,2025-04-03,2025-04-04,Delayed,6100.27,Delayed,2
135791,7623,2025-04-26,2025-04-28,Delayed,2832.16,Delayed,4
135798,15020,2024-10-22,2024-10-25,Delayed,2837.64,Delayed,2
135804,5162,2024-08-16,2024-08-20,Delayed,3022.44,Delayed,4
135806,16457,2025-05-05,2025-05-06,Cancelled,5744.68,Lost,1
135810,2748,2025-03-05,2025-03-10,Cancelled,7422.22,Lost,5
135815,11531,2024-07-20,2024-07-21,Cancelled,7708.61,Lost,1
135831,13,2025-06-13,2025-06-16,Delayed,4307.62,Delayed,4
135833,14826,2025-02-06,2025-02-07,Delayed,1878.92,Delayed,5
135839,17692,2025-06-23,2025-06-28,Delayed,7879.13,Delayed,2
135841,14416,2025-06-07,2025-06-09,Delayed,8766.81,Delayed,5
135848,17840,2024-08-10,2024-08-15,Delayed,5813.75,Delayed,5
135851,16278,2025-04-01,2025-04-04,Delayed,9514.97,Delayed,1
135858,11361,2025-01-05,2025-01-06,Delayed,5895.62,Delayed,5
135864,4478,2025-01-12,2025-01-14,Delayed,6180.27,Delayed,1
135866,13868,2025-01-20,2025-01-22,Delayed,12367.27,Delayed,1
135870,11073,2024-10-17,2024-10-18,Cancelled,881.58,Lost,3
135871,9961,2024-10-23,2024-10-27,Delayed,2782.29,Delayed,5
135872,5460,2025-06-22,2025-06-26,Cancelled,7660.57,Lost,4
135873,19390,2025-02-04,2025-02-07,Delayed,4773.68,Delayed,5
135882,17075,2024-10-22,2024-10-25,Cancelled,5686.06,Lost,2
135883,15721,2024-11-21,2024-11-26,Delayed,8694.21,Delayed,5
135890,8809,2024-12-01,2024-12-04,Delayed,1588.2,Delayed,1
135900,18477,2025-04-21,2025-04-25,Delayed,1520.52,Delayed,2
135901,9064,2024-09-29,2024-10-03,Delayed,3939.3,Delayed,2
135903,17432,2024-12-09,2024-12-13,Delayed,5367.12,Delayed,4
135905,15399,2024-12-11,2024-12-16,Delayed,8930.79,Delayed,2
135908,14213,2024-07-19,2024-07-21,Delayed,3904.67,Delayed,1
135909,1067,2025-06-06,2025-06-11,Cancelled,5617.5,Lost,3
135910,14764,2024-11-04,2024-11-05,Delayed,8502.6,Delayed,3
135913,2538,2024-08-07,2024-08-08,Delayed,996.18,Delayed,1
135915,10972,2024-11-21,2024-11-26,Cancelled,1525.76,Lost,2
135916,4539,2024-10-29,2024-11-02,Delayed,11673.55,Delayed,2
135932,16721,2025-04-30,2025-05-02,Delayed,3303.49,Delayed,1
135936,4413,2025-04-13,2025-04-14,Cancelled,2384.14,Lost,5
135937,753,2025-02-20,2025-02-22,Delayed,1763.32,Delayed,2
135942,4203,2024-12-15,2024-12-16,Delayed,7024.89,Delayed,3
135958,9272,2025-03-16,2025-03-18,Delayed,744.99,Delayed,4
135964,11433,2024-11-01,2024-11-04,Delayed,7788.96,Delayed,3
135966,3897,2024-12-23,2024-12-25,Delayed,6128.87,Delayed,2
135972,1934,2024-12-11,2024-12-15,Delayed,919.68,Delayed,1
135991,16827,2024-11-07,2024-11-08,Delayed,7024.17,Delayed,1
135992,12379,2025-04-03,2025-04-04,Cancelled,8891.91,Lost,1
135995,3902,2024-10-05,2024-10-06,Delayed,6028.58,Delayed,5
135999,13886,2024-08-09,2024-08-14,Delayed,13599.08,Delayed,3
136009,9824,2024-12-17,2024-12-19,Delayed,4328.18,Delayed,1
136011,19406,2024-10-20,2024-10-22,Delayed,10876.67,Delayed,1
136013,1610,2024-09-21,2024-09-22,Delayed,1541.76,Delayed,3
136015,753,2025-05-12,2025-05-17,Delayed,7877.72,Delayed,1
136018,6477,2024-10-30,2024-11-03,Delayed,7134.5,Delayed,4
136025,9667,2025-01-26,2025-01-30,Delayed,257.72,Delayed,5
136026,19740,2025-01-14,2025-01-19,Delayed,8474.76,Delayed,5
136027,14447,2025-02-09,2025-02-14,Delayed,4106.5,Delayed,2
136028,3434,2024-12-14,2024-12-16,Delayed,200.24,Delayed,4
136033,548,2025-03-19,2025-03-21,Delayed,7143.44,Delayed,3
136036,12193,2024-08-23,2024-08-27,Delayed,5234.03,Delayed,2
136041,14127,2024-07-17,2024-07-21,Delayed,7465.9,Delayed,1
136046,15710,2025-02-07,2025-02-09,Cancelled,1961.3,Lost,3
136060,10848,2025-03-01,2025-03-03,Cancelled,11280.23,Lost,2
136072,13419,2024-08-01,2024-08-02,Delayed,640.54,Delayed,2
136074,3971,2024-11-05,2024-11-09,Delayed,625.2,Delayed,1
136077,9358,2025-04-17,2025-04-18,Delayed,11692.08,Delayed,2
136078,1886,2025-05-22,2025-05-25,Delayed,908.13,Delayed,4
136080,1859,2025-05-17,2025-05-21,Delayed,2693.2,Delayed,1
136084,3027,2025-06-08,2025-06-10,Delayed,2885.83,Delayed,5
136085,4775,2024-07-11,2024-07-15,Delayed,6205.65,Delayed,4
136099,3083,2025-01-01,2025-01-03,Delayed,7522.2,Delayed,1
136107,8603,2025-01-30,2025-02-03,Delayed,6989.07,Delayed,3
136108,16450,2024-08-03,2024-08-05,Delayed,7512.17,Delayed,2
136112,16919,2025-03-21,2025-03-26,Cancelled,14563.6,Lost,1
136119,5659,2024-12-05,2024-12-08,Delayed,331.25,Delayed,1
136124,4206,2024-08-16,2024-08-21,Delayed,5404.99,Delayed,4
136125,14097,2025-05-18,2025-05-23,Cancelled,6260.46,Lost,2
136127,6364,2024-10-05,2024-10-09,Cancelled,3919.95,Lost,5
136128,2216,2024-09-29,2024-09-30,Delayed,246.13,Delayed,4
136131,18728,2024-08-27,2024-08-29,Delayed,5145.68,Delayed,1
136134,447,2024-12-12,2024-12-15,Cancelled,8912.89,Lost,5
136138,11785,2024-11-20,2024-11-21,Delayed,2144.38,Delayed,3
136143,18924,2025-04-04,2025-04-08,Delayed,10579.99,Delayed,2
136149,15839,2025-03-21,2025-03-26,Delayed,2644.98,Delayed,2
136151,14874,2024-07-16,2024-07-21,Delayed,5193.78,Delayed,5
136166,17203,2024-07-24,2024-07-28,Cancelled,7033.58,Lost,4
136171,12005,2025-04-20,2025-04-22,Delayed,2972.09,Delayed,3
136176,16490,2024-10-31,2024-11-01,Delayed,9661.42,Delayed,3
136191,1300,2024-10-31,2024-11-05,Delayed,5870.84,Delayed,2
136192,15886,2024-09-22,2024-09-27,Delayed,1681.62,Delayed,4
136206,14600,2024-07-01,2024-07-04,Delayed,1026.21,Delayed,1
136209,16326,2025-04-17,2025-04-19,Cancelled,4710.23,Delayed,1
136213,3844,2024-12-28,2025-01-01,Delayed,1199.28,Delayed,5
136214,930,2024-11-04,2024-11-05,Delayed,1321.8,Delayed,5
136215,13277,2024-09-25,2024-09-29,Delayed,2947.86,Delayed,1
136223,7618,2024-09-24,2024-09-26,Delayed,5480.5,Delayed,5
136228,13905,2024-10-03,2024-10-04,Delayed,1770.82,Delayed,2
136244,8001,2024-12-12,2024-12-13,Delayed,4309.25,Delayed,2
136246,10262,2025-05-22,2025-05-27,Delayed,5544.92,Delayed,2
136248,2401,2025-06-29,2025-07-03,Delayed,8791.0,Delayed,4
136277,17935,2025-05-10,2025-05-14,Delayed,7173.82,Delayed,4
136287,1275,2025-01-16,2025-01-18,Cancelled,785.48,Lost,1
136288,12446,2024-11-15,2024-11-16,Cancelled,9717.96,Lost,2
136289,1079,2025-03-27,2025-03-29,Delayed,4047.72,Delayed,2
136290,17741,2024-07-31,2024-08-02,Delayed,1819.48,Delayed,4
136294,11528,2024-07-16,2024-07-17,Delayed,7887.04,Delayed,1
136298,18028,2025-02-16,2025-02-20,Delayed,8499.0,Delayed,1
136300,10657,2024-11-05,2024-11-07,Delayed,4432.1,Delayed,3
136301,5376,2025-03-02,2025-03-05,Delayed,5545.53,Delayed,4
136303,9664,2024-10-27,2024-10-29,Delayed,4902.86,Delayed,5
136306,985,2025-02-06,2025-02-09,Delayed,11822.33,Delayed,1
136307,9187,2025-05-10,2025-05-11,Delayed,3349.89,Delayed,2
136309,2313,2025-01-06,2025-01-10,Delayed,3400.64,Delayed,2
136310,12231,2025-01-03,2025-01-08,Cancelled,4975.73,Lost,5
136311,13033,2025-06-14,2025-06-17,Delayed,4709.99,Delayed,4
136312,175,2025-01-24,2025-01-26,Delayed,2254.84,Delayed,2
136329,18331,2024-08-17,2024-08-18,Cancelled,7188.77,Lost,3
136343,7316,2025-04-25,2025-04-26,Cancelled,479.04,Lost,3
136347,7211,2025-01-09,2025-01-14,Delayed,299.85,Delayed,4
136348,15541,2025-02-09,2025-02-11,Delayed,3530.56,Delayed,1
136352,7587,2025-04-04,2025-04-05,Delayed,5122.73,Delayed,5
136367,6794,2025-01-07,2025-01-11,Delayed,6853.65,Delayed,1
136368,5888,2024-12-31,2025-01-05,Delayed,6556.56,Delayed,3
136372,800,2024-07-22,2024-07-25,Cancelled,479.52,Lost,4
136374,11767,2025-04-21,2025-04-22,Delayed,8211.34,Delayed,1
136378,8054,2024-08-25,2024-08-30,Delayed,4221.12,Delayed,5
136397,19713,2024-07-09,2024-07-13,Cancelled,2197.17,Lost,2
136399,17275,2025-06-16,2025-06-21,Delayed,2852.72,Delayed,4
