order_id,customer_id,order_date,due_date,order_status,order_total,delivery_status,delay_reason_id,root_cause_id,category,description,severity_level,revenue_loss
76201,4768,2024-08-11,2024-08-13,Delayed,3641.88,Delayed,2,2,Inventory,Stockout,High,3641.88
76202,11321,2024-11-28,2024-12-02,Delayed,2842.74,Delayed,2,2,Inventory,Stockout,High,2842.74
76213,14443,2024-07-27,2024-07-28,Completed,415.2,On-Time,2,2,Inventory,Stockout,High,415.2
76214,14344,2024-09-09,2024-09-14,Completed,3200.2,On-Time,2,2,Inventory,Stockout,High,3200.2
76215,16170,2024-08-01,2024-08-05,Delayed,4676.65,Delayed,2,2,Inventory,Stockout,High,4676.65
76221,18623,2024-11-07,2024-11-12,Cancelled,5332.66,Lost,2,2,Inventory,Stockout,High,5332.66
76225,8798,2024-11-22,2024-11-27,Completed,497.34,On-Time,2,2,Inventory,Stockout,High,497.34
76232,13142,2025-03-29,2025-04-02,Completed,3380.58,On-Time,2,2,Inventory,Stockout,High,3380.58
76242,12366,2024-12-10,2024-12-12,Delayed,6600.6,Delayed,2,2,Inventory,Stockout,High,6600.6
76243,6001,2024-12-22,2024-12-27,Completed,10886.99,On-Time,2,2,Inventory,Stockout,High,10886.99
76251,4686,2024-12-23,2024-12-28,Completed,2985.0,On-Time,2,2,Inventory,Stockout,High,2985.0
76252,16744,2024-09-06,2024-09-08,Completed,2070.28,On-Time,2,2,Inventory,Stockout,High,2070.28
76259,14254,2024-11-10,2024-11-15,Completed,9275.16,On-Time,2,2,Inventory,Stockout,High,9275.16
76266,19253,2024-11-02,2024-11-06,Completed,10778.27,On-Time,2,2,Inventory,Stockout,High,10778.27
76268,8879,2024-08-15,2024-08-19,Completed,8597.85,On-Time,2,2,Inventory,Stockout,High,8597.85
76270,3332,2024-08-27,2024-08-28,Completed,490.58,On-Time,2,2,Inventory,Stockout,High,490.58
76281,12436,2025-02-24,2025-02-28,Cancelled,158.44,Lost,2,2,Inventory,Stockout,High,158.44
76290,12888,2025-01-05,2025-01-06,Completed,1820.94,On-Time,2,2,Inventory,Stockout,High,1820.94
76292,1170,2025-04-02,2025-04-06,Completed,3447.15,On-Time,2,2,Inventory,Stockout,High,3447.15
76295,16141,2025-04-18,2025-04-23,Completed,7651.76,On-Time,2,2,Inventory,Stockout,High,7651.76
76312,18189,2024-07-06,2024-07-11,Completed,4900.64,On-Time,2,2,Inventory,Stockout,High,4900.64
76321,8741,2024-12-14,2024-12-18,Completed,7942.66,On-Time,2,2,Inventory,Stockout,High,7942.66
76323,2444,2024-09-02,2024-09-07,Completed,7077.17,On-Time,2,2,Inventory,Stockout,High,7077.17
76326,1034,2024-12-11,2024-12-16,Completed,9023.31,On-Time,2,2,Inventory,Stockout,High,9023.31
76327,5771,2025-03-04,2025-03-06,Completed,4199.59,On-Time,2,2,Inventory,Stockout,High,4199.59
76329,14045,2024-11-23,2024-11-28,Completed,5641.75,On-Time,2,2,Inventory,Stockout,High,5641.75
76345,11346,2024-11-28,2024-12-02,Completed,9516.61,On-Time,2,2,Inventory,Stockout,High,9516.61
76351,10492,2025-05-12,2025-05-13,Completed,2836.39,On-Time,2,2,Inventory,Stockout,High,2836.39
76352,1217,2024-10-15,2024-10-18,Completed,1791.75,On-Time,2,2,Inventory,Stockout,High,1791.75
76355,8696,2024-11-17,2024-11-21,Completed,1384.24,On-Time,2,2,Inventory,Stockout,High,1384.24
76356,3453,2025-04-04,2025-04-09,Completed,12747.54,On-Time,2,2,Inventory,Stockout,High,12747.54
76358,18730,2025-04-06,2025-04-11,Completed,4800.7,On-Time,2,2,Inventory,Stockout,High,4800.7
76366,6406,2025-03-22,2025-03-24,Completed,13633.34,On-Time,2,2,Inventory,Stockout,High,13633.34
76367,11176,2025-04-09,2025-04-13,Completed,3970.12,On-Time,2,2,Inventory,Stockout,High,3970.12
76372,5511,2024-08-03,2024-08-07,Completed,5518.39,On-Time,2,2,Inventory,Stockout,High,5518.39
76385,15204,2024-09-19,2024-09-23,Completed,5793.14,On-Time,2,2,Inventory,Stockout,High,5793.14
76389,2474,2024-09-19,2024-09-23,Delayed,1948.06,Delayed,2,2,Inventory,Stockout,High,1948.06
76392,4459,2025-01-21,2025-01-22,Delayed,2665.41,Delayed,2,2,Inventory,Stockout,High,2665.41
76393,14323,2024-11-03,2024-11-07,Completed,5093.12,On-Time,2,2,Inventory,Stockout,High,5093.12
76394,2236,2025-04-29,2025-05-03,Completed,3693.68,On-Time,2,2,Inventory,Stockout,High,3693.68
76395,601,2025-05-04,2025-05-05,Completed,5074.96,On-Time,2,2,Inventory,Stockout,High,5074.96
76400,17996,2025-05-18,2025-05-21,Completed,6388.26,On-Time,2,2,Inventory,Stockout,High,6388.26
76404,3599,2024-12-09,2024-12-14,Completed,5713.17,On-Time,2,2,Inventory,Stockout,High,5713.17
76405,14777,2025-02-23,2025-02-28,Completed,4863.85,On-Time,2,2,Inventory,Stockout,High,4863.85
76411,1148,2025-01-11,2025-01-12,Completed,2273.24,On-Time,2,2,Inventory,Stockout,High,2273.24
76426,14288,2025-04-19,2025-04-23,Delayed,7205.76,Delayed,2,2,Inventory,Stockout,High,7205.76
76430,19046,2024-07-12,2024-07-13,Completed,718.32,On-Time,2,2,Inventory,Stockout,High,718.32
76433,15418,2024-12-15,2024-12-20,Completed,7867.95,On-Time,2,2,Inventory,Stockout,High,7867.95
76434,7381,2025-04-18,2025-04-21,Completed,1692.55,On-Time,2,2,Inventory,Stockout,High,1692.55
76437,1505,2025-03-10,2025-03-14,Completed,5203.69,On-Time,2,2,Inventory,Stockout,High,5203.69
76440,11309,2024-12-29,2025-01-02,Completed,4350.18,On-Time,2,2,Inventory,Stockout,High,4350.18
76441,15155,2024-11-01,2024-11-03,Delayed,5158.79,Delayed,2,2,Inventory,Stockout,High,5158.79
76443,19970,2025-01-17,2025-01-18,Completed,1046.64,On-Time,2,2,Inventory,Stockout,High,1046.64
76445,7527,2025-06-01,2025-06-05,Completed,1363.98,On-Time,2,2,Inventory,Stockout,High,1363.98
76450,13768,2025-01-24,2025-01-26,Completed,6447.7,On-Time,2,2,Inventory,Stockout,High,6447.7
76451,19699,2024-07-03,2024-07-07,Completed,5771.7,On-Time,2,2,Inventory,Stockout,High,5771.7
76452,5759,2025-01-14,2025-01-19,Completed,6461.9,On-Time,2,2,Inventory,Stockout,High,6461.9
76455,8629,2024-08-12,2024-08-17,Completed,2049.8,On-Time,2,2,Inventory,Stockout,High,2049.8
76456,4676,2024-07-12,2024-07-15,Completed,4700.77,On-Time,2,2,Inventory,Stockout,High,4700.77
76459,18541,2024-09-05,2024-09-09,Completed,2502.96,On-Time,2,2,Inventory,Stockout,High,2502.96
76466,10869,2025-06-14,2025-06-17,Completed,9674.3,On-Time,2,2,Inventory,Stockout,High,9674.3
76472,9884,2025-02-19,2025-02-20,Delayed,6275.05,Delayed,2,2,Inventory,Stockout,High,6275.05
76501,15584,2025-03-27,2025-03-31,Completed,1765.76,On-Time,2,2,Inventory,Stockout,High,1765.76
76504,15487,2025-05-15,2025-05-20,Completed,9734.51,On-Time,2,2,Inventory,Stockout,High,9734.51
76506,19985,2025-02-12,2025-02-13,Completed,12476.5,On-Time,2,2,Inventory,Stockout,High,12476.5
76509,16603,2025-04-09,2025-04-10,Completed,4599.85,On-Time,2,2,Inventory,Stockout,High,4599.85
76512,2633,2024-09-20,2024-09-21,Delayed,5623.46,Delayed,2,2,Inventory,Stockout,High,5623.46
76516,7690,2025-02-28,2025-03-01,Completed,3376.32,On-Time,2,2,Inventory,Stockout,High,3376.32
76522,19454,2024-08-06,2024-08-09,Completed,4910.95,On-Time,2,2,Inventory,Stockout,High,4910.95
76524,9289,2024-09-11,2024-09-14,Completed,7424.35,On-Time,2,2,Inventory,Stockout,High,7424.35
76526,12830,2025-02-24,2025-03-01,Delayed,3097.0,Delayed,2,2,Inventory,Stockout,High,3097.0
76529,7857,2025-03-11,2025-03-16,Completed,1390.44,On-Time,2,2,Inventory,Stockout,High,1390.44
76534,11823,2024-08-25,2024-08-30,Completed,8461.85,On-Time,2,2,Inventory,Stockout,High,8461.85
76535,9577,2025-05-07,2025-05-12,Completed,8003.32,On-Time,2,2,Inventory,Stockout,High,8003.32
76553,17578,2025-06-18,2025-06-21,Completed,1597.38,On-Time,2,2,Inventory,Stockout,High,1597.38
76554,2480,2024-12-20,2024-12-23,Completed,8426.91,On-Time,2,2,Inventory,Stockout,High,8426.91
76557,8727,2024-10-15,2024-10-19,Delayed,5165.14,Delayed,2,2,Inventory,Stockout,High,5165.14
76566,8484,2025-05-31,2025-06-05,Completed,2897.56,On-Time,2,2,Inventory,Stockout,High,2897.56
76568,13235,2025-02-25,2025-02-26,Delayed,8353.86,Delayed,2,2,Inventory,Stockout,High,8353.86
76571,3185,2024-08-01,2024-08-03,Completed,1513.55,On-Time,2,2,Inventory,Stockout,High,1513.55
76577,12434,2025-02-06,2025-02-09,Completed,5684.18,On-Time,2,2,Inventory,Stockout,High,5684.18
76587,12638,2024-08-13,2024-08-14,Completed,3291.56,On-Time,2,2,Inventory,Stockout,High,3291.56
76596,11636,2025-03-27,2025-04-01,Cancelled,6732.96,On-Time,2,2,Inventory,Stockout,High,6732.96
76597,17588,2024-08-19,2024-08-21,Delayed,8823.83,Delayed,2,2,Inventory,Stockout,High,8823.83
76599,15992,2024-11-28,2024-12-02,Completed,1279.34,On-Time,2,2,Inventory,Stockout,High,1279.34
76600,9001,2024-10-26,2024-10-30,Delayed,5681.06,Delayed,2,2,Inventory,Stockout,High,5681.06
76601,7223,2024-10-23,2024-10-24,Completed,2793.65,On-Time,2,2,Inventory,Stockout,High,2793.65
76603,7953,2024-08-24,2024-08-25,Completed,5757.05,On-Time,2,2,Inventory,Stockout,High,5757.05
76610,5744,2025-03-07,2025-03-10,Completed,6512.78,On-Time,2,2,Inventory,Stockout,High,6512.78
76625,16053,2024-08-01,2024-08-04,Completed,3659.94,On-Time,2,2,Inventory,Stockout,High,3659.94
76633,19486,2025-06-23,2025-06-25,Completed,1661.14,On-Time,2,2,Inventory,Stockout,High,1661.14
76639,9076,2024-12-27,2024-12-31,Cancelled,4523.17,Lost,2,2,Inventory,Stockout,High,4523.17
76644,9126,2025-02-04,2025-02-08,Completed,3247.3,On-Time,2,2,Inventory,Stockout,High,3247.3
76649,5355,2024-07-20,2024-07-22,Completed,3957.75,On-Time,2,2,Inventory,Stockout,High,3957.75
76663,5793,2024-09-17,2024-09-18,Completed,7285.61,On-Time,2,2,Inventory,Stockout,High,7285.61
76665,5634,2025-01-19,2025-01-22,Completed,3994.18,On-Time,2,2,Inventory,Stockout,High,3994.18
76666,16929,2025-03-27,2025-04-01,Completed,4895.05,On-Time,2,2,Inventory,Stockout,High,4895.05
76667,12195,2024-11-20,2024-11-24,Completed,8568.25,On-Time,2,2,Inventory,Stockout,High,8568.25
76678,5551,2024-12-14,2024-12-19,Delayed,683.54,Delayed,2,2,Inventory,Stockout,High,683.54
76684,5327,2024-11-10,2024-11-12,Completed,13454.49,On-Time,2,2,Inventory,Stockout,High,13454.49
76689,3012,2025-06-11,2025-06-12,Cancelled,9921.41,Lost,2,2,Inventory,Stockout,High,9921.41
76695,1851,2024-12-25,2024-12-29,Completed,6183.72,On-Time,2,2,Inventory,Stockout,High,6183.72
76696,685,2024-10-25,2024-10-26,Cancelled,413.16,Lost,2,2,Inventory,Stockout,High,413.16
76705,14559,2025-06-17,2025-06-19,Completed,697.14,On-Time,2,2,Inventory,Stockout,High,697.14
76706,4645,2025-01-23,2025-01-28,Completed,3711.2,On-Time,2,2,Inventory,Stockout,High,3711.2
76707,6781,2024-12-26,2024-12-30,Completed,4773.1,On-Time,2,2,Inventory,Stockout,High,4773.1
76716,730,2024-10-16,2024-10-18,Completed,3409.8,On-Time,2,2,Inventory,Stockout,High,3409.8
76720,16700,2024-10-24,2024-10-29,Completed,2393.0,On-Time,2,2,Inventory,Stockout,High,2393.0
76723,5088,2024-08-28,2024-08-30,Completed,8573.12,On-Time,2,2,Inventory,Stockout,High,8573.12
76732,11825,2025-06-07,2025-06-12,Completed,5433.69,On-Time,2,2,Inventory,Stockout,High,5433.69
76752,8182,2025-03-08,2025-03-13,Completed,7233.23,On-Time,2,2,Inventory,Stockout,High,7233.23
76753,18983,2024-09-08,2024-09-09,Completed,9366.23,On-Time,2,2,Inventory,Stockout,High,9366.23
76759,17652,2025-03-14,2025-03-17,Completed,1163.79,On-Time,2,2,Inventory,Stockout,High,1163.79
76771,9341,2025-02-14,2025-02-15,Completed,3815.16,On-Time,2,2,Inventory,Stockout,High,3815.16
76779,19389,2024-09-20,2024-09-21,Completed,2920.64,On-Time,2,2,Inventory,Stockout,High,2920.64
76784,12090,2024-11-06,2024-11-11,Completed,5343.38,On-Time,2,2,Inventory,Stockout,High,5343.38
76790,5599,2025-05-16,2025-05-17,Delayed,4596.6,Delayed,2,2,Inventory,Stockout,High,4596.6
76796,119,2025-03-03,2025-03-08,Completed,5678.92,On-Time,2,2,Inventory,Stockout,High,5678.92
76799,4074,2025-04-09,2025-04-13,Completed,2136.06,On-Time,2,2,Inventory,Stockout,High,2136.06
76806,17959,2025-03-13,2025-03-16,Completed,10249.78,On-Time,2,2,Inventory,Stockout,High,10249.78
76818,11252,2025-02-20,2025-02-21,Completed,4633.83,On-Time,2,2,Inventory,Stockout,High,4633.83
76820,8445,2025-02-12,2025-02-14,Completed,931.75,On-Time,2,2,Inventory,Stockout,High,931.75
76821,1038,2024-07-27,2024-07-28,Completed,3759.68,On-Time,2,2,Inventory,Stockout,High,3759.68
76839,11150,2025-01-29,2025-02-03,Delayed,3400.56,Delayed,2,2,Inventory,Stockout,High,3400.56
76840,259,2024-07-09,2024-07-11,Completed,3475.55,On-Time,2,2,Inventory,Stockout,High,3475.55
76841,4649,2025-05-27,2025-05-31,Completed,6494.39,On-Time,2,2,Inventory,Stockout,High,6494.39
76844,3455,2024-09-23,2024-09-25,Completed,775.42,On-Time,2,2,Inventory,Stockout,High,775.42
76847,13038,2024-11-30,2024-12-01,Completed,7227.77,On-Time,2,2,Inventory,Stockout,High,7227.77
76851,8764,2025-04-27,2025-05-01,Completed,9760.84,On-Time,2,2,Inventory,Stockout,High,9760.84
76854,9367,2025-03-11,2025-03-15,Delayed,2643.58,Delayed,2,2,Inventory,Stockout,High,2643.58
76855,13247,2024-10-31,2024-11-04,Completed,3344.65,On-Time,2,2,Inventory,Stockout,High,3344.65
76861,8312,2025-06-09,2025-06-12,Delayed,3006.2,Delayed,2,2,Inventory,Stockout,High,3006.2
76862,10757,2024-09-21,2024-09-26,Completed,3755.15,On-Time,2,2,Inventory,Stockout,High,3755.15
76867,15484,2024-12-03,2024-12-05,Completed,1299.28,On-Time,2,2,Inventory,Stockout,High,1299.28
76869,10103,2024-07-16,2024-07-21,Completed,4377.75,On-Time,2,2,Inventory,Stockout,High,4377.75
76874,18705,2025-03-31,2025-04-03,Completed,4152.82,On-Time,2,2,Inventory,Stockout,High,4152.82
76876,17821,2024-12-26,2024-12-31,Completed,3701.92,On-Time,2,2,Inventory,Stockout,High,3701.92
76878,19773,2025-01-22,2025-01-23,Completed,3178.79,On-Time,2,2,Inventory,Stockout,High,3178.79
76884,14226,2025-05-03,2025-05-04,Completed,2849.89,On-Time,2,2,Inventory,Stockout,High,2849.89
76885,3368,2024-09-03,2024-09-04,Completed,6098.92,On-Time,2,2,Inventory,Stockout,High,6098.92
76890,8156,2024-12-02,2024-12-04,Cancelled,7652.23,Lost,2,2,Inventory,Stockout,High,7652.23
76893,1287,2025-04-24,2025-04-28,Cancelled,5646.98,Lost,2,2,Inventory,Stockout,High,5646.98
76895,11811,2025-01-21,2025-01-25,Completed,4186.42,On-Time,2,2,Inventory,Stockout,High,4186.42
76900,863,2025-05-08,2025-05-09,Completed,6020.4,On-Time,2,2,Inventory,Stockout,High,6020.4
76907,19127,2025-06-11,2025-06-15,Completed,5760.1,On-Time,2,2,Inventory,Stockout,High,5760.1
76909,16702,2025-04-12,2025-04-13,Delayed,4761.76,Delayed,2,2,Inventory,Stockout,High,4761.76
76935,14865,2024-09-21,2024-09-22,Cancelled,787.3,Lost,2,2,Inventory,Stockout,High,787.3
76939,4887,2024-08-29,2024-09-03,Delayed,4177.16,Delayed,2,2,Inventory,Stockout,High,4177.16
76950,12388,2025-01-22,2025-01-24,Cancelled,5210.62,Lost,2,2,Inventory,Stockout,High,5210.62
76953,338,2024-11-16,2024-11-17,Completed,3727.06,On-Time,2,2,Inventory,Stockout,High,3727.06
76954,19834,2024-10-03,2024-10-05,Completed,3422.43,On-Time,2,2,Inventory,Stockout,High,3422.43
76960,7085,2025-05-08,2025-05-09,Completed,4141.17,On-Time,2,2,Inventory,Stockout,High,4141.17
76966,4792,2024-11-13,2024-11-17,Delayed,1592.51,Delayed,2,2,Inventory,Stockout,High,1592.51
76982,9192,2025-04-05,2025-04-07,Delayed,5923.44,Delayed,2,2,Inventory,Stockout,High,5923.44
76983,17999,2025-02-16,2025-02-19,Completed,9364.2,On-Time,2,2,Inventory,Stockout,High,9364.2
76988,2637,2025-01-06,2025-01-08,Completed,8128.69,On-Time,2,2,Inventory,Stockout,High,8128.69
76992,10601,2025-05-23,2025-05-28,Delayed,8485.81,Delayed,2,2,Inventory,Stockout,High,8485.81
76995,8463,2024-09-18,2024-09-21,Delayed,8069.27,Delayed,2,2,Inventory,Stockout,High,8069.27
76997,13202,2025-06-17,2025-06-20,Completed,4784.96,On-Time,2,2,Inventory,Stockout,High,4784.96
76999,5615,2025-06-21,2025-06-23,Completed,8234.9,On-Time,2,2,Inventory,Stockout,High,8234.9
77002,4273,2025-02-23,2025-02-28,Delayed,4581.39,Delayed,2,2,Inventory,Stockout,High,4581.39
77005,9320,2024-11-26,2024-11-30,Delayed,5536.86,Delayed,2,2,Inventory,Stockout,High,5536.86
77007,4938,2024-09-02,2024-09-06,Completed,9831.21,On-Time,2,2,Inventory,Stockout,High,9831.21
77009,19994,2025-06-17,2025-06-21,Completed,3983.32,On-Time,2,2,Inventory,Stockout,High,3983.32
77010,15631,2024-10-14,2024-10-15,Completed,11250.04,On-Time,2,2,Inventory,Stockout,High,11250.04
77013,14792,2024-08-23,2024-08-27,Completed,3445.52,On-Time,2,2,Inventory,Stockout,High,3445.52
77022,5421,2025-06-17,2025-06-22,Delayed,2417.76,Delayed,2,2,Inventory,Stockout,High,2417.76
77024,12272,2025-02-24,2025-03-01,Completed,10297.08,On-Time,2,2,Inventory,Stockout,High,10297.08
77025,15118,2025-05-28,2025-06-02,Completed,2614.04,On-Time,2,2,Inventory,Stockout,High,2614.04
77027,11787,2025-06-15,2025-06-18,Completed,3000.41,On-Time,2,2,Inventory,Stockout,High,3000.41
77030,10507,2024-08-18,2024-08-21,Completed,6516.31,On-Time,2,2,Inventory,Stockout,High,6516.31
77038,11425,2025-05-10,2025-05-14,Completed,1414.68,On-Time,2,2,Inventory,Stockout,High,1414.68
77042,17000,2025-03-10,2025-03-11,Completed,6135.07,On-Time,2,2,Inventory,Stockout,High,6135.07
77066,17969,2025-04-05,2025-04-08,Completed,6676.81,On-Time,2,2,Inventory,Stockout,High,6676.81
77080,4611,2024-09-14,2024-09-18,Delayed,8483.51,Delayed,2,2,Inventory,Stockout,High,8483.51
77082,10793,2024-10-17,2024-10-20,Delayed,800.94,Delayed,2,2,Inventory,Stockout,High,800.94
77091,11511,2024-07-02,2024-07-07,Completed,4819.65,On-Time,2,2,Inventory,Stockout,High,4819.65
77093,6422,2025-06-02,2025-06-04,Completed,5268.87,On-Time,2,2,Inventory,Stockout,High,5268.87
77098,13723,2025-05-06,2025-05-11,Completed,7457.54,On-Time,2,2,Inventory,Stockout,High,7457.54
77099,10833,2025-01-23,2025-01-25,Delayed,6913.0,Delayed,2,2,Inventory,Stockout,High,6913.0
77102,7611,2025-05-05,2025-05-09,Completed,1348.69,On-Time,2,2,Inventory,Stockout,High,1348.69
77117,4643,2025-05-16,2025-05-18,Completed,3253.27,On-Time,2,2,Inventory,Stockout,High,3253.27
77118,533,2025-06-10,2025-06-11,Completed,10573.92,On-Time,2,2,Inventory,Stockout,High,10573.92
77121,10864,2025-06-05,2025-06-07,Completed,4020.73,On-Time,2,2,Inventory,Stockout,High,4020.73
77131,3898,2025-04-29,2025-05-01,Completed,3288.65,On-Time,2,2,Inventory,Stockout,High,3288.65
77134,2418,2025-05-21,2025-05-25,Completed,187.22,On-Time,2,2,Inventory,Stockout,High,187.22
77138,12684,2024-10-02,2024-10-05,Completed,5407.75,On-Time,2,2,Inventory,Stockout,High,5407.75
77141,17708,2025-06-09,2025-06-13,Completed,765.42,On-Time,2,2,Inventory,Stockout,High,765.42
77147,12883,2025-03-07,2025-03-12,Completed,544.32,On-Time,2,2,Inventory,Stockout,High,544.32
77148,12595,2024-12-20,2024-12-21,Completed,6886.35,On-Time,2,2,Inventory,Stockout,High,6886.35
77157,10313,2024-11-03,2024-11-08,Completed,9346.51,On-Time,2,2,Inventory,Stockout,High,9346.51
77159,9295,2024-08-13,2024-08-16,Completed,5590.5,On-Time,2,2,Inventory,Stockout,High,5590.5
77161,2705,2025-01-10,2025-01-14,Delayed,10869.37,Delayed,2,2,Inventory,Stockout,High,10869.37
77163,18207,2025-04-30,2025-05-04,Completed,7568.43,On-Time,2,2,Inventory,Stockout,High,7568.43
77167,15697,2024-11-12,2024-11-14,Completed,2552.96,On-Time,2,2,Inventory,Stockout,High,2552.96
77178,3285,2025-05-29,2025-06-03,Completed,10408.25,On-Time,2,2,Inventory,Stockout,High,10408.25
77183,16917,2024-07-10,2024-07-11,Completed,2465.2,On-Time,2,2,Inventory,Stockout,High,2465.2
77194,7302,2024-09-14,2024-09-16,Cancelled,2275.08,Lost,2,2,Inventory,Stockout,High,2275.08
77199,2794,2025-03-08,2025-03-10,Completed,454.58,On-Time,2,2,Inventory,Stockout,High,454.58
77216,5021,2024-07-15,2024-07-18,Completed,6597.8,On-Time,2,2,Inventory,Stockout,High,6597.8
77220,1814,2025-03-08,2025-03-12,Completed,8208.65,On-Time,2,2,Inventory,Stockout,High,8208.65
77223,11674,2024-11-10,2024-11-13,Completed,3392.75,On-Time,2,2,Inventory,Stockout,High,3392.75
77226,12180,2024-09-19,2024-09-24,Delayed,4738.79,Delayed,2,2,Inventory,Stockout,High,4738.79
77242,16452,2024-09-08,2024-09-13,Completed,5340.03,On-Time,2,2,Inventory,Stockout,High,5340.03
77256,6463,2025-06-30,2025-07-01,Completed,6790.91,On-Time,2,2,Inventory,Stockout,High,6790.91
77270,9884,2025-04-05,2025-04-10,Delayed,3925.68,Delayed,2,2,Inventory,Stockout,High,3925.68
77273,8181,2024-11-20,2024-11-25,Delayed,1584.5,Delayed,2,2,Inventory,Stockout,High,1584.5
77277,15023,2024-12-08,2024-12-12,Completed,5381.65,On-Time,2,2,Inventory,Stockout,High,5381.65
77279,14790,2025-01-19,2025-01-21,Delayed,2595.55,Delayed,2,2,Inventory,Stockout,High,2595.55
77280,9927,2024-12-25,2024-12-28,Completed,2084.17,On-Time,2,2,Inventory,Stockout,High,2084.17
77288,13389,2025-02-04,2025-02-07,Completed,6641.15,On-Time,2,2,Inventory,Stockout,High,6641.15
77301,5730,2024-12-02,2024-12-07,Completed,4246.45,On-Time,2,2,Inventory,Stockout,High,4246.45
77310,5239,2025-04-09,2025-04-10,Completed,4719.24,On-Time,2,2,Inventory,Stockout,High,4719.24
77314,7541,2025-05-14,2025-05-15,Completed,3307.04,On-Time,2,2,Inventory,Stockout,High,3307.04
77315,12009,2025-06-25,2025-06-26,Completed,4835.23,On-Time,2,2,Inventory,Stockout,High,4835.23
77320,15551,2024-09-10,2024-09-13,Completed,6098.76,On-Time,2,2,Inventory,Stockout,High,6098.76
77329,17032,2025-05-21,2025-05-24,Completed,5509.07,On-Time,2,2,Inventory,Stockout,High,5509.07
77335,259,2024-11-17,2024-11-21,Completed,353.67,On-Time,2,2,Inventory,Stockout,High,353.67
77337,5626,2025-05-30,2025-06-01,Completed,2404.91,On-Time,2,2,Inventory,Stockout,High,2404.91
77340,14530,2025-03-03,2025-03-08,Completed,6304.19,On-Time,2,2,Inventory,Stockout,High,6304.19
77343,97,2024-11-16,2024-11-17,Completed,8791.97,On-Time,2,2,Inventory,Stockout,High,8791.97
77352,15204,2025-03-15,2025-03-17,Completed,4725.4,On-Time,2,2,Inventory,Stockout,High,4725.4
77371,19183,2024-09-10,2024-09-12,Completed,7064.58,On-Time,2,2,Inventory,Stockout,High,7064.58
77377,2809,2024-07-06,2024-07-07,Completed,2398.55,On-Time,2,2,Inventory,Stockout,High,2398.55
77378,12382,2025-04-26,2025-04-29,Delayed,5811.28,Delayed,2,2,Inventory,Stockout,High,5811.28
77391,8955,2024-12-26,2024-12-28,Completed,4290.57,On-Time,2,2,Inventory,Stockout,High,4290.57
77410,9070,2025-05-09,2025-05-13,Delayed,5507.12,Delayed,2,2,Inventory,Stockout,High,5507.12
77414,5003,2025-01-12,2025-01-17,Completed,7139.66,On-Time,2,2,Inventory,Stockout,High,7139.66
77417,13355,2025-03-26,2025-03-27,Completed,8026.96,On-Time,2,2,Inventory,Stockout,High,8026.96
77419,12397,2024-08-09,2024-08-14,Completed,8743.33,On-Time,2,2,Inventory,Stockout,High,8743.33
77425,19751,2024-10-17,2024-10-18,Completed,3696.0,On-Time,2,2,Inventory,Stockout,High,3696.0
77427,19798,2024-08-31,2024-09-04,Completed,1671.23,On-Time,2,2,Inventory,Stockout,High,1671.23
77437,18334,2025-01-13,2025-01-17,Completed,5074.71,On-Time,2,2,Inventory,Stockout,High,5074.71
77439,10191,2025-06-02,2025-06-04,Completed,3458.01,On-Time,2,2,Inventory,Stockout,High,3458.01
77441,4635,2024-11-28,2024-11-30,Completed,431.02,On-Time,2,2,Inventory,Stockout,High,431.02
77447,10910,2024-11-16,2024-11-19,Delayed,9992.21,Delayed,2,2,Inventory,Stockout,High,9992.21
77448,7802,2024-10-24,2024-10-25,Completed,4477.36,On-Time,2,2,Inventory,Stockout,High,4477.36
77453,9872,2024-12-28,2024-12-29,Completed,11358.88,On-Time,2,2,Inventory,Stockout,High,11358.88
77458,7059,2024-10-05,2024-10-07,Completed,5194.23,On-Time,2,2,Inventory,Stockout,High,5194.23
77469,14372,2024-07-02,2024-07-06,Completed,4591.77,On-Time,2,2,Inventory,Stockout,High,4591.77
77475,17817,2024-08-24,2024-08-26,Completed,2562.02,On-Time,2,2,Inventory,Stockout,High,2562.02
77478,17387,2024-12-11,2024-12-16,Completed,7044.65,On-Time,2,2,Inventory,Stockout,High,7044.65
77484,13936,2025-03-18,2025-03-22,Completed,5313.94,On-Time,2,2,Inventory,Stockout,High,5313.94
77487,6109,2025-03-02,2025-03-06,Completed,349.5,On-Time,2,2,Inventory,Stockout,High,349.5
77490,10735,2025-02-24,2025-02-27,Completed,8981.25,On-Time,2,2,Inventory,Stockout,High,8981.25
77491,8876,2025-06-23,2025-06-27,Completed,8992.56,On-Time,2,2,Inventory,Stockout,High,8992.56
77497,5499,2025-01-15,2025-01-16,Completed,4372.87,On-Time,2,2,Inventory,Stockout,High,4372.87
77498,19770,2024-08-24,2024-08-28,Completed,5877.54,On-Time,2,2,Inventory,Stockout,High,5877.54
77502,574,2024-12-27,2024-12-30,Delayed,899.55,Delayed,2,2,Inventory,Stockout,High,899.55
77503,8761,2024-12-21,2024-12-26,Completed,7057.46,On-Time,2,2,Inventory,Stockout,High,7057.46
77507,17861,2025-03-16,2025-03-21,Completed,358.62,On-Time,2,2,Inventory,Stockout,High,358.62
77512,11291,2025-05-21,2025-05-25,Delayed,10889.81,Delayed,2,2,Inventory,Stockout,High,10889.81
77514,18292,2024-08-01,2024-08-02,Completed,7752.06,On-Time,2,2,Inventory,Stockout,High,7752.06
