po_id,vendor_id,created_date,expected_delivery,actual_delivery,status,total_amount
3662,59,2025-06-03 00:00:00,2025-06-06 00:00:00,2025-06-06 00:00:00,Closed,3707.1
3663,44,2024-11-21 00:00:00,2024-11-25 00:00:00,2024-11-29 00:00:00,Late,1912.71
3664,105,2024-07-19 00:00:00,2024-07-26 00:00:00,2024-07-26 00:00:00,Closed,750.42
3665,15,2024-11-07 00:00:00,2024-11-13 00:00:00,2024-11-13 00:00:00,Closed,1848.21
3666,189,2025-01-25 00:00:00,2025-01-28 00:00:00,2025-01-28 00:00:00,Closed,1911.2
3667,171,2025-03-10 00:00:00,2025-03-22 00:00:00,2025-03-22 00:00:00,Closed,3020.8
3668,195,2024-11-16 00:00:00,2024-11-24 00:00:00,2024-11-24 00:00:00,Closed,3299.16
3669,32,2025-03-07 00:00:00,2025-03-10 00:00:00,2025-03-10 00:00:00,Closed,3215.6
3670,196,2025-04-01 00:00:00,2025-04-06 00:00:00,2025-04-06 00:00:00,Closed,353.28
3671,189,2024-12-16 00:00:00,2024-12-22 00:00:00,2024-12-22 00:00:00,Closed,2048.2
3672,20,2025-05-20 00:00:00,2025-05-24 00:00:00,2025-05-24 00:00:00,Closed,1628.76
3673,110,2025-05-10 00:00:00,2025-05-13 00:00:00,2025-05-13 00:00:00,Closed,1917.04
3674,152,2025-04-29 00:00:00,2025-05-02 00:00:00,2025-05-02 00:00:00,Closed,2288.82
3675,15,2025-01-03 00:00:00,2025-01-04 00:00:00,2025-01-04 00:00:00,Closed,2016.39
3676,108,2024-12-04 00:00:00,2024-12-06 00:00:00,2024-12-06 00:00:00,Closed,806.76
3677,39,2025-01-03 00:00:00,2025-01-05 00:00:00,2025-01-05 00:00:00,Closed,660.63
3678,170,2024-09-28 00:00:00,2024-10-03 00:00:00,2024-10-03 00:00:00,Closed,3669.96
3679,2,2025-02-15 00:00:00,2025-02-20 00:00:00,2025-02-25 00:00:00,Late,2552.56
3680,124,2025-04-20 00:00:00,2025-04-26 00:00:00,2025-04-26 00:00:00,Closed,2156.7
3681,44,2025-05-04 00:00:00,2025-05-08 00:00:00,2025-05-08 00:00:00,Closed,1531.68
3682,82,2024-07-13 00:00:00,2024-07-17 00:00:00,2024-07-17 00:00:00,Closed,841.92
3683,121,2025-02-10 00:00:00,2025-02-20 00:00:00,2025-02-20 00:00:00,Closed,556.09
3684,44,2025-04-29 00:00:00,2025-05-03 00:00:00,2025-05-06 00:00:00,Late,2058.8
3685,84,2024-10-09 00:00:00,2024-10-16 00:00:00,2024-10-16 00:00:00,Closed,307.74
3686,119,2024-10-07 00:00:00,2024-10-13 00:00:00,2024-10-13 00:00:00,Closed,1385.2
3687,106,2024-12-12 00:00:00,2024-12-15 00:00:00,2024-12-15 00:00:00,Closed,536.37
3688,98,2025-05-28 00:00:00,2025-05-30 00:00:00,2025-05-30 00:00:00,Closed,801.5
3689,147,2025-06-13 00:00:00,2025-06-22 00:00:00,2025-06-22 00:00:00,Closed,1386.55
3690,29,2025-03-03 00:00:00,2025-03-04 00:00:00,2025-03-04 00:00:00,Closed,1422.03
3691,24,2024-10-26 00:00:00,2024-11-01 00:00:00,2024-11-01 00:00:00,Closed,3079.7
3692,166,2024-08-10 00:00:00,2024-08-11 00:00:00,2024-08-11 00:00:00,Closed,410.86
3693,96,2025-01-15 00:00:00,2025-01-26 00:00:00,2025-01-26 00:00:00,Closed,1656.25
3694,115,2024-11-26 00:00:00,2024-11-29 00:00:00,2024-11-29 00:00:00,Closed,925.2
3695,28,2024-11-11 00:00:00,2024-11-16 00:00:00,2024-11-16 00:00:00,Closed,1721.04
3696,130,2024-08-05 00:00:00,2024-08-09 00:00:00,2024-08-09 00:00:00,Closed,1204.2
3697,63,2024-12-08 00:00:00,2024-12-16 00:00:00,2024-12-16 00:00:00,Closed,1547.48
3698,22,2025-03-25 00:00:00,2025-03-28 00:00:00,2025-03-28 00:00:00,Closed,806.76
3699,200,2025-02-22 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,Closed,698.8
3700,106,2024-12-11 00:00:00,2024-12-12 00:00:00,2024-12-12 00:00:00,Closed,1083.68
3701,51,2024-12-21 00:00:00,2024-12-23 00:00:00,2024-12-23 00:00:00,Closed,1561.47
3702,182,2025-01-29 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,Closed,100.36
3703,82,2025-03-18 00:00:00,2025-03-25 00:00:00,2025-03-25 00:00:00,Closed,3319.8
3704,180,2024-08-25 00:00:00,2024-08-30 00:00:00,2024-08-30 00:00:00,Closed,377.74
3705,180,2024-08-27 00:00:00,2024-08-30 00:00:00,2024-08-30 00:00:00,Closed,1594.62
3706,20,2024-10-10 00:00:00,2024-10-13 00:00:00,2024-10-13 00:00:00,Closed,567.64
3707,75,2025-03-30 00:00:00,2025-04-04 00:00:00,2025-04-04 00:00:00,Closed,883.6
3708,116,2024-10-15 00:00:00,2024-10-23 00:00:00,2024-10-23 00:00:00,Closed,1043.32
3709,167,2025-04-26 00:00:00,2025-04-30 00:00:00,2025-04-30 00:00:00,Closed,407.3
3710,44,2024-12-23 00:00:00,2024-12-25 00:00:00,2024-12-25 00:00:00,Closed,458
3711,77,2025-05-14 00:00:00,2025-05-20 00:00:00,2025-05-20 00:00:00,Closed,205
3712,81,2024-07-17 00:00:00,2024-07-19 00:00:00,2024-07-19 00:00:00,Closed,4283.35
3713,164,2024-09-23 00:00:00,2024-09-27 00:00:00,2024-09-27 00:00:00,Closed,3969.3
3714,162,2025-05-17 00:00:00,2025-05-18 00:00:00,2025-05-18 00:00:00,Closed,1246.12
3715,126,2025-02-25 00:00:00,2025-03-03 00:00:00,2025-03-03 00:00:00,Closed,308.77
3716,148,2024-09-13 00:00:00,2024-09-20 00:00:00,2024-09-20 00:00:00,Closed,593.96
3717,151,2024-08-23 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,Closed,2031.72
3718,109,2024-07-24 00:00:00,2024-07-27 00:00:00,2024-07-27 00:00:00,Closed,826.32
3719,117,2025-04-09 00:00:00,2025-04-15 00:00:00,2025-04-15 00:00:00,Closed,514.47
3720,30,2025-04-22 00:00:00,2025-04-28 00:00:00,2025-04-28 00:00:00,Closed,2266.83
3721,162,2024-10-13 00:00:00,2024-10-19 00:00:00,2024-10-19 00:00:00,Closed,777.37
3722,165,2024-11-30 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,Closed,1541.01
3723,92,2024-08-07 00:00:00,2024-08-14 00:00:00,2024-08-14 00:00:00,Closed,4305.35
3724,144,2025-06-18 00:00:00,2025-06-19 00:00:00,2025-06-19 00:00:00,Closed,818.46
3725,116,2024-08-30 00:00:00,2024-09-07 00:00:00,2024-09-07 00:00:00,Closed,436.8
3726,143,2025-02-05 00:00:00,2025-02-11 00:00:00,2025-02-11 00:00:00,Closed,406
3727,114,2024-09-19 00:00:00,2024-09-25 00:00:00,2024-10-04 00:00:00,Late,950.01
3728,74,2024-09-04 00:00:00,2024-09-08 00:00:00,2024-09-13 00:00:00,Late,908.52
3729,193,2025-01-25 00:00:00,2025-01-30 00:00:00,2025-01-30 00:00:00,Closed,765.42
3730,109,2024-08-22 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,Closed,745.61
3731,152,2024-12-28 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,Closed,659.89
3732,43,2024-10-28 00:00:00,2024-11-04 00:00:00,2024-11-04 00:00:00,Closed,3436.6
3733,59,2025-06-23 00:00:00,2025-06-28 00:00:00,2025-06-28 00:00:00,Closed,2073.76
3734,75,2024-11-24 00:00:00,2024-11-27 00:00:00,2024-11-27 00:00:00,Closed,2899.64
3735,200,2024-11-20 00:00:00,2024-11-26 00:00:00,2024-11-26 00:00:00,Closed,2417.76
3736,172,2025-03-25 00:00:00,2025-03-30 00:00:00,2025-03-30 00:00:00,Closed,1280.4
3737,187,2024-07-24 00:00:00,2024-07-28 00:00:00,2024-07-28 00:00:00,Closed,2617.02
3738,190,2024-11-16 00:00:00,2024-11-18 00:00:00,2024-11-18 00:00:00,Closed,942.24
3739,148,2025-02-28 00:00:00,2025-03-05 00:00:00,2025-03-05 00:00:00,Closed,1560.81
3740,101,2024-09-07 00:00:00,2024-09-08 00:00:00,2024-09-08 00:00:00,Closed,2429.49
3741,95,2025-02-21 00:00:00,2025-02-25 00:00:00,2025-02-25 00:00:00,Closed,1548.82
3742,59,2025-05-02 00:00:00,2025-05-07 00:00:00,2025-05-07 00:00:00,Closed,1722.76
3743,160,2024-12-13 00:00:00,2024-12-15 00:00:00,2024-12-15 00:00:00,Closed,538.27
3744,109,2025-03-16 00:00:00,2025-03-23 00:00:00,2025-03-23 00:00:00,Closed,745.61
3745,115,2025-03-22 00:00:00,2025-03-26 00:00:00,2025-03-26 00:00:00,Closed,428.48
3746,170,2025-06-10 00:00:00,2025-06-11 00:00:00,2025-06-11 00:00:00,Closed,2389
3747,184,2025-06-11 00:00:00,2025-06-14 00:00:00,2025-06-14 00:00:00,Closed,653.92
3748,27,2024-07-15 00:00:00,2024-07-19 00:00:00,2024-07-19 00:00:00,Closed,2757.66
3749,44,2025-06-21 00:00:00,2025-06-27 00:00:00,2025-06-27 00:00:00,Closed,823.52
3750,20,2024-07-23 00:00:00,2024-07-31 00:00:00,2024-07-31 00:00:00,Closed,2714.6
3751,194,2024-11-07 00:00:00,2024-11-15 00:00:00,2024-11-15 00:00:00,Closed,1378.71
3752,39,2024-09-19 00:00:00,2024-09-22 00:00:00,2024-09-22 00:00:00,Closed,1752.5
3753,55,2024-12-15 00:00:00,2024-12-23 00:00:00,2024-12-23 00:00:00,Closed,1113.1
3754,59,2024-08-17 00:00:00,2024-08-21 00:00:00,2024-08-21 00:00:00,Closed,968.54
3755,122,2024-12-14 00:00:00,2024-12-16 00:00:00,2024-12-16 00:00:00,Closed,2562.66
3756,79,2025-04-12 00:00:00,2025-04-18 00:00:00,2025-04-18 00:00:00,Closed,1399.72
3757,44,2025-03-28 00:00:00,2025-04-03 00:00:00,2025-04-03 00:00:00,Closed,637.57
3758,18,2025-02-15 00:00:00,2025-02-18 00:00:00,2025-02-18 00:00:00,Closed,331.27
3759,106,2025-02-15 00:00:00,2025-02-19 00:00:00,2025-02-19 00:00:00,Closed,962.18
3760,49,2024-12-18 00:00:00,2024-12-23 00:00:00,2024-12-23 00:00:00,Closed,3523.72
3761,85,2024-08-13 00:00:00,2024-08-16 00:00:00,2024-08-16 00:00:00,Closed,387.43
3762,42,2024-09-05 00:00:00,2024-09-12 00:00:00,2024-09-12 00:00:00,Closed,2985
3763,25,2024-11-29 00:00:00,2024-12-03 00:00:00,2024-12-03 00:00:00,Closed,1514.12
3764,97,2024-08-16 00:00:00,2024-08-21 00:00:00,2024-08-21 00:00:00,Closed,2472.18
3765,130,2025-05-19 00:00:00,2025-05-22 00:00:00,2025-05-22 00:00:00,Closed,638.9
3766,134,2025-05-17 00:00:00,2025-05-20 00:00:00,2025-05-20 00:00:00,Closed,1205.01
3767,60,2025-01-08 00:00:00,2025-01-13 00:00:00,2025-01-13 00:00:00,Closed,224.58
3768,199,2025-06-14 00:00:00,2025-06-20 00:00:00,2025-06-20 00:00:00,Closed,2590.47
3769,122,2024-12-18 00:00:00,2024-12-20 00:00:00,2024-12-20 00:00:00,Closed,261.95
3770,26,2024-12-27 00:00:00,2025-01-03 00:00:00,2025-01-03 00:00:00,Closed,217.18
3771,28,2024-12-30 00:00:00,2025-01-01 00:00:00,2025-01-01 00:00:00,Closed,959.79
3772,58,2024-07-18 00:00:00,2024-07-21 00:00:00,2024-07-21 00:00:00,Closed,725.2
3773,155,2025-06-05 00:00:00,2025-06-10 00:00:00,2025-06-10 00:00:00,Closed,2431.15
3774,19,2025-01-16 00:00:00,2025-01-23 00:00:00,2025-01-23 00:00:00,Closed,462.1
3775,29,2025-06-19 00:00:00,2025-06-29 00:00:00,2025-06-29 00:00:00,Closed,2370.05
3776,175,2024-09-21 00:00:00,2024-10-03 00:00:00,2024-10-03 00:00:00,Closed,814.6
3777,20,2024-08-24 00:00:00,2024-08-26 00:00:00,2024-08-26 00:00:00,Closed,281.34
3778,195,2025-06-30 00:00:00,2025-07-05 00:00:00,2025-07-06 00:00:00,Late,2486.7
3779,189,2024-08-06 00:00:00,2024-08-09 00:00:00,2024-08-09 00:00:00,Closed,2350.68
3780,90,2024-11-05 00:00:00,2024-11-06 00:00:00,2024-11-06 00:00:00,Closed,421.83
3781,43,2024-11-23 00:00:00,2024-11-28 00:00:00,2024-11-28 00:00:00,Closed,4546.5
3782,44,2024-08-29 00:00:00,2024-09-05 00:00:00,2024-09-05 00:00:00,Closed,340.57
3783,120,2024-12-26 00:00:00,2024-12-29 00:00:00,2024-12-29 00:00:00,Closed,1646.4
3784,20,2025-01-21 00:00:00,2025-01-26 00:00:00,2025-01-26 00:00:00,Closed,2714.6
3785,105,2025-05-12 00:00:00,2025-05-17 00:00:00,2025-05-17 00:00:00,Closed,2699.08
3786,28,2025-06-04 00:00:00,2025-06-08 00:00:00,2025-06-08 00:00:00,Closed,1471.74
3787,111,2024-12-07 00:00:00,2024-12-11 00:00:00,2024-12-11 00:00:00,Closed,1724.08
3788,157,2024-12-19 00:00:00,2024-12-23 00:00:00,2024-12-23 00:00:00,Closed,2235.96
3789,113,2025-06-16 00:00:00,2025-06-24 00:00:00,2025-06-24 00:00:00,Closed,3795.45
3790,196,2025-05-06 00:00:00,2025-05-11 00:00:00,2025-05-11 00:00:00,Closed,1500.6
3791,170,2025-06-28 00:00:00,2025-07-04 00:00:00,2025-07-04 00:00:00,Closed,2389
3792,57,2025-04-15 00:00:00,2025-04-21 00:00:00,2025-04-21 00:00:00,Closed,705.72
3793,136,2025-03-16 00:00:00,2025-03-19 00:00:00,2025-03-19 00:00:00,Closed,1602.76
3794,121,2024-12-16 00:00:00,2024-12-20 00:00:00,2024-12-20 00:00:00,Closed,2224.36
3795,103,2025-01-09 00:00:00,2025-01-14 00:00:00,2025-01-14 00:00:00,Closed,1708
3796,170,2025-02-18 00:00:00,2025-02-22 00:00:00,2025-02-22 00:00:00,Closed,917.49
3797,18,2024-12-24 00:00:00,2024-12-29 00:00:00,2024-12-29 00:00:00,Closed,470.76
3798,108,2024-08-29 00:00:00,2024-08-30 00:00:00,2024-08-30 00:00:00,Closed,702.27
3799,157,2024-11-11 00:00:00,2024-11-13 00:00:00,2024-11-13 00:00:00,Closed,2794.95
3800,199,2024-10-07 00:00:00,2024-10-16 00:00:00,2024-10-16 00:00:00,Closed,2580.44
3801,121,2024-09-29 00:00:00,2024-10-01 00:00:00,2024-10-01 00:00:00,Closed,1781.22
3802,4,2025-03-08 00:00:00,2025-03-13 00:00:00,2025-03-13 00:00:00,Closed,632.58
3803,109,2025-05-08 00:00:00,2025-05-14 00:00:00,2025-05-14 00:00:00,Closed,1561.56
3804,132,2024-12-11 00:00:00,2024-12-16 00:00:00,2024-12-16 00:00:00,Closed,2660.24
3805,45,2024-11-06 00:00:00,2024-11-12 00:00:00,2024-11-15 00:00:00,Late,672.33
3806,14,2025-04-30 00:00:00,2025-05-04 00:00:00,2025-05-04 00:00:00,Closed,699
3807,102,2025-03-12 00:00:00,2025-03-17 00:00:00,2025-03-17 00:00:00,Closed,409.32
3808,139,2025-04-02 00:00:00,2025-04-07 00:00:00,2025-04-07 00:00:00,Closed,1516.48
3809,44,2024-07-30 00:00:00,2024-07-31 00:00:00,2024-07-31 00:00:00,Closed,2058.8
3810,154,2025-05-30 00:00:00,2025-06-05 00:00:00,2025-06-05 00:00:00,Closed,4159.4
3811,148,2024-07-13 00:00:00,2024-07-17 00:00:00,2024-07-17 00:00:00,Closed,445.47
3812,136,2024-08-07 00:00:00,2024-08-13 00:00:00,2024-08-13 00:00:00,Closed,3205.52
3813,70,2024-08-07 00:00:00,2024-08-14 00:00:00,2024-08-14 00:00:00,Closed,2749.32
3814,22,2024-12-28 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,Closed,283.54
3815,114,2025-03-18 00:00:00,2025-03-23 00:00:00,2025-03-23 00:00:00,Closed,1406.2
3816,118,2024-08-11 00:00:00,2024-08-15 00:00:00,2024-08-20 00:00:00,Late,2401.4
3817,86,2025-02-28 00:00:00,2025-03-06 00:00:00,2025-03-06 00:00:00,Closed,1939.08
3818,19,2025-02-04 00:00:00,2025-02-07 00:00:00,2025-02-07 00:00:00,Closed,538.05
3819,155,2025-01-08 00:00:00,2025-01-11 00:00:00,2025-01-11 00:00:00,Closed,1169.67
3820,126,2024-11-08 00:00:00,2024-11-13 00:00:00,2024-11-13 00:00:00,Closed,2819.76
3821,185,2024-11-08 00:00:00,2024-11-14 00:00:00,2024-11-14 00:00:00,Closed,3331.52
3822,49,2025-04-16 00:00:00,2025-04-22 00:00:00,2025-04-22 00:00:00,Closed,880.93
3823,30,2024-09-21 00:00:00,2024-09-22 00:00:00,2024-09-22 00:00:00,Closed,1515.88
3824,69,2025-05-03 00:00:00,2025-05-04 00:00:00,2025-05-04 00:00:00,Closed,2278.35
3825,136,2025-02-06 00:00:00,2025-02-11 00:00:00,2025-02-11 00:00:00,Closed,687.27
3826,154,2025-06-13 00:00:00,2025-06-20 00:00:00,2025-06-20 00:00:00,Closed,3327.52
3827,195,2025-05-22 00:00:00,2025-05-28 00:00:00,2025-05-28 00:00:00,Closed,587.72
3828,135,2024-07-21 00:00:00,2024-07-26 00:00:00,2024-07-26 00:00:00,Closed,587.2
3829,58,2025-01-26 00:00:00,2025-01-28 00:00:00,2025-01-28 00:00:00,Closed,3591.6
3830,62,2025-01-27 00:00:00,2025-02-02 00:00:00,2025-02-02 00:00:00,Closed,1326.12
3831,78,2024-09-30 00:00:00,2024-10-05 00:00:00,2024-10-05 00:00:00,Closed,3303.6
3832,147,2024-11-28 00:00:00,2024-12-01 00:00:00,2024-12-01 00:00:00,Closed,277.31
3833,58,2025-06-10 00:00:00,2025-06-15 00:00:00,2025-06-15 00:00:00,Closed,2154.96
3834,197,2024-08-28 00:00:00,2024-09-02 00:00:00,2024-09-02 00:00:00,Closed,675.28
3835,196,2024-07-13 00:00:00,2024-07-21 00:00:00,2024-07-21 00:00:00,Closed,889.52
3836,172,2024-08-30 00:00:00,2024-09-07 00:00:00,2024-09-07 00:00:00,Closed,1267.74
3837,96,2025-06-01 00:00:00,2025-06-07 00:00:00,2025-06-07 00:00:00,Closed,331.25
3838,44,2024-10-03 00:00:00,2024-10-10 00:00:00,2024-10-10 00:00:00,Closed,1832
3839,77,2024-10-29 00:00:00,2024-11-06 00:00:00,2024-11-06 00:00:00,Closed,1827.28
3840,142,2024-07-24 00:00:00,2024-07-28 00:00:00,2024-07-28 00:00:00,Closed,403.68
3841,13,2025-03-14 00:00:00,2025-03-19 00:00:00,2025-03-19 00:00:00,Closed,3095.64
3842,2,2025-03-08 00:00:00,2025-03-15 00:00:00,2025-03-15 00:00:00,Closed,1929.86
3843,78,2025-01-15 00:00:00,2025-01-20 00:00:00,2025-01-20 00:00:00,Closed,2948.35
3844,45,2025-03-03 00:00:00,2025-03-07 00:00:00,2025-03-07 00:00:00,Closed,2689.32
3845,23,2025-05-07 00:00:00,2025-05-12 00:00:00,2025-05-12 00:00:00,Closed,312.78
3846,47,2024-08-10 00:00:00,2024-08-15 00:00:00,2024-08-18 00:00:00,Late,1863.81
3847,19,2024-08-10 00:00:00,2024-08-14 00:00:00,2024-08-14 00:00:00,Closed,686.4
3848,19,2025-05-02 00:00:00,2025-05-08 00:00:00,2025-05-08 00:00:00,Closed,2310.5
3849,184,2024-09-11 00:00:00,2024-09-13 00:00:00,2024-09-13 00:00:00,Closed,2015.1
3850,38,2024-08-13 00:00:00,2024-08-15 00:00:00,2024-08-15 00:00:00,Closed,3731.2
3851,69,2024-08-29 00:00:00,2024-09-05 00:00:00,2024-09-09 00:00:00,Late,651.01
3852,124,2025-06-26 00:00:00,2025-06-28 00:00:00,2025-07-07 00:00:00,Late,2793.9
3853,18,2025-06-20 00:00:00,2025-06-27 00:00:00,2025-06-29 00:00:00,Late,993.81
3854,34,2025-04-26 00:00:00,2025-04-30 00:00:00,2025-04-30 00:00:00,Closed,917.91
3855,118,2024-08-05 00:00:00,2024-08-11 00:00:00,2024-08-11 00:00:00,Closed,3001.75
3856,114,2024-07-12 00:00:00,2024-07-14 00:00:00,2024-07-14 00:00:00,Closed,3203.76
3857,182,2024-07-17 00:00:00,2024-07-25 00:00:00,2024-07-25 00:00:00,Closed,1613.12
3858,142,2025-06-22 00:00:00,2025-06-28 00:00:00,2025-06-28 00:00:00,Closed,1614.72
3859,84,2024-10-15 00:00:00,2024-10-21 00:00:00,2024-10-21 00:00:00,Closed,2477.6
3860,197,2024-12-23 00:00:00,2024-12-24 00:00:00,2024-12-24 00:00:00,Closed,4826.25
3861,50,2024-12-23 00:00:00,2024-12-26 00:00:00,2024-12-26 00:00:00,Closed,1545.64
3862,41,2024-08-19 00:00:00,2024-08-24 00:00:00,2024-08-24 00:00:00,Closed,1254.39
3863,143,2024-09-17 00:00:00,2024-09-19 00:00:00,2024-09-19 00:00:00,Closed,1148.19
3864,187,2024-10-03 00:00:00,2024-10-04 00:00:00,2024-10-05 00:00:00,Late,4512.25
3865,77,2024-11-22 00:00:00,2024-11-28 00:00:00,2024-11-28 00:00:00,Closed,1827.28
3866,14,2025-04-18 00:00:00,2025-04-22 00:00:00,2025-04-22 00:00:00,Closed,1838.04
3867,115,2024-09-04 00:00:00,2024-09-08 00:00:00,2024-09-08 00:00:00,Closed,560.3
3868,20,2025-01-13 00:00:00,2025-01-18 00:00:00,2025-01-18 00:00:00,Closed,3886.2
3869,166,2024-07-30 00:00:00,2024-08-06 00:00:00,2024-08-06 00:00:00,Closed,513.1
3870,176,2024-11-01 00:00:00,2024-11-07 00:00:00,2024-11-07 00:00:00,Closed,600.48
3871,82,2024-10-24 00:00:00,2024-10-26 00:00:00,2024-10-26 00:00:00,Closed,2869.76
3872,19,2024-07-25 00:00:00,2024-08-02 00:00:00,2024-08-02 00:00:00,Closed,924.2
3873,121,2024-09-07 00:00:00,2024-09-08 00:00:00,2024-09-08 00:00:00,Closed,1156.35
3874,49,2024-10-03 00:00:00,2024-10-09 00:00:00,2024-10-09 00:00:00,Closed,916.09
3875,139,2024-09-06 00:00:00,2024-09-10 00:00:00,2024-09-10 00:00:00,Closed,1137.36
3876,60,2024-09-02 00:00:00,2024-09-09 00:00:00,2024-09-18 00:00:00,Late,2160.88
3877,7,2024-09-09 00:00:00,2024-09-12 00:00:00,2024-09-12 00:00:00,Closed,2595.16
3878,150,2025-01-30 00:00:00,2025-01-31 00:00:00,2025-01-31 00:00:00,Closed,1820.94
3879,14,2024-07-13 00:00:00,2024-07-18 00:00:00,2024-07-18 00:00:00,Closed,841.87
3880,146,2024-10-24 00:00:00,2024-11-01 00:00:00,2024-11-01 00:00:00,Closed,4848.4
3881,168,2025-05-02 00:00:00,2025-05-05 00:00:00,2025-05-05 00:00:00,Closed,226.17
3882,146,2024-08-02 00:00:00,2024-08-08 00:00:00,2024-08-08 00:00:00,Closed,621.39
3883,109,2025-06-14 00:00:00,2025-06-16 00:00:00,2025-06-16 00:00:00,Closed,1806.15
3884,54,2025-06-20 00:00:00,2025-06-27 00:00:00,2025-06-27 00:00:00,Closed,2665.16
3885,21,2024-07-14 00:00:00,2024-07-21 00:00:00,2024-07-21 00:00:00,Closed,878.76
3886,97,2025-01-25 00:00:00,2025-01-30 00:00:00,2025-01-30 00:00:00,Closed,1563.05
3887,46,2024-12-03 00:00:00,2024-12-14 00:00:00,2024-12-14 00:00:00,Closed,3037.2
3888,154,2024-11-17 00:00:00,2024-11-21 00:00:00,2024-11-21 00:00:00,Closed,887.35
3889,190,2024-07-21 00:00:00,2024-07-24 00:00:00,2024-08-02 00:00:00,Late,498.62
3890,191,2025-03-25 00:00:00,2025-03-31 00:00:00,2025-03-31 00:00:00,Closed,946.54
3891,88,2024-12-10 00:00:00,2024-12-16 00:00:00,2024-12-16 00:00:00,Closed,688.05
3892,13,2025-05-03 00:00:00,2025-05-10 00:00:00,2025-05-10 00:00:00,Closed,136.52
3893,51,2024-07-26 00:00:00,2024-08-03 00:00:00,2024-08-03 00:00:00,Closed,4582.4
3894,199,2025-04-26 00:00:00,2025-04-29 00:00:00,2025-04-29 00:00:00,Closed,1646.26
3895,14,2025-02-27 00:00:00,2025-03-02 00:00:00,2025-03-02 00:00:00,Closed,455.44
3896,143,2024-08-13 00:00:00,2024-08-17 00:00:00,2024-08-17 00:00:00,Closed,949.42
3897,187,2024-11-06 00:00:00,2024-11-12 00:00:00,2024-11-12 00:00:00,Closed,902.45
3898,27,2024-11-07 00:00:00,2024-11-08 00:00:00,2024-11-08 00:00:00,Closed,1838.44
3899,29,2025-02-27 00:00:00,2025-03-03 00:00:00,2025-03-03 00:00:00,Closed,904.55
3900,174,2024-12-03 00:00:00,2024-12-10 00:00:00,2024-12-10 00:00:00,Closed,1655.08
3901,23,2025-06-04 00:00:00,2025-06-07 00:00:00,2025-06-07 00:00:00,Closed,1143.88
3902,144,2025-03-11 00:00:00,2025-03-14 00:00:00,2025-03-14 00:00:00,Closed,2790.09
3903,173,2024-08-06 00:00:00,2024-08-09 00:00:00,2024-08-09 00:00:00,Closed,851.04
3904,139,2025-01-26 00:00:00,2025-02-03 00:00:00,2025-02-03 00:00:00,Closed,2459.07
3905,14,2025-05-01 00:00:00,2025-05-08 00:00:00,2025-05-08 00:00:00,Closed,2525.61
3906,57,2024-11-05 00:00:00,2024-11-08 00:00:00,2024-11-08 00:00:00,Closed,2289.16
3907,174,2025-03-09 00:00:00,2025-03-12 00:00:00,2025-03-12 00:00:00,Closed,408.35
3908,86,2025-04-23 00:00:00,2025-04-27 00:00:00,2025-04-27 00:00:00,Closed,3166.15
3909,96,2025-03-14 00:00:00,2025-03-24 00:00:00,2025-03-24 00:00:00,Closed,1778.8
3910,173,2024-11-12 00:00:00,2024-11-17 00:00:00,2024-11-17 00:00:00,Closed,843
3911,156,2025-05-22 00:00:00,2025-05-30 00:00:00,2025-05-30 00:00:00,Closed,1791.3
3912,81,2025-06-02 00:00:00,2025-06-06 00:00:00,2025-06-06 00:00:00,Closed,2118.08
3913,136,2025-02-17 00:00:00,2025-02-20 00:00:00,2025-02-20 00:00:00,Closed,3205.52
3914,47,2025-04-30 00:00:00,2025-05-05 00:00:00,2025-05-05 00:00:00,Closed,3514.2
3915,36,2025-04-06 00:00:00,2025-04-11 00:00:00,2025-04-11 00:00:00,Closed,1125.27
3916,42,2025-01-12 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,Closed,1704.93
3917,173,2024-07-21 00:00:00,2024-07-28 00:00:00,2024-07-28 00:00:00,Closed,851.04
3918,115,2025-06-10 00:00:00,2025-06-13 00:00:00,2025-06-13 00:00:00,Closed,925.2
3919,142,2024-08-14 00:00:00,2024-08-15 00:00:00,2024-08-15 00:00:00,Closed,403.68
3920,106,2025-06-03 00:00:00,2025-06-08 00:00:00,2025-06-08 00:00:00,Closed,715.16
3921,137,2024-10-26 00:00:00,2024-10-31 00:00:00,2024-10-31 00:00:00,Closed,480.24
3922,77,2025-03-31 00:00:00,2025-04-04 00:00:00,2025-04-04 00:00:00,Closed,1475.2
3923,120,2025-02-20 00:00:00,2025-02-26 00:00:00,2025-02-26 00:00:00,Closed,3292.8
3924,185,2025-04-02 00:00:00,2025-04-06 00:00:00,2025-04-06 00:00:00,Closed,1416.27
3925,197,2024-08-02 00:00:00,2024-08-06 00:00:00,2024-08-06 00:00:00,Closed,356.98
3926,29,2024-10-30 00:00:00,2024-11-06 00:00:00,2024-11-06 00:00:00,Closed,4522.75
3927,109,2025-04-19 00:00:00,2025-04-25 00:00:00,2025-04-25 00:00:00,Closed,602.21
